site1_url,site1_written_by,site1_reviewed_by,site2_url,site2_written_by,site2_reviewed_by
https://blog.thelowdown.com/blog/decidual-cast,Dr Imo,gen Spector-Hill,http://localhost/thelowdown/wp/blog/decidual-cast,Dr Imogen Spector-Hill,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/emma-scott/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/emma-scott/page/2,N/A,N/A
https://blog.thelowdown.com/blog/tag/dr-zaakira,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-zaakira,N/A,N/A
https://blog.thelowdown.com/#more-than-once,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/decidual-cast,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/decidual-cast,"



What is a Decidual Cast
",N/A
https://blog.thelowdown.com/author/hatty-wilmoth,N/A,N/A,http://localhost/thelowdown/wp/author/hatty-wilmoth,"



Where can I buy contraception?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/cancer,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cancer,"



Progestogen-only contraception and breast cancer – what’s the risk?
",N/A
https://blog.thelowdown.com/blog/everything-you-need-to-know-progesterone-only-pill,Maddie Braidwood,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/everything-you-need-to-know-progesterone-only-pill,Skip to content,Maddie Braidwood
https://blog.thelowdown.com/#what,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#difference,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/oura-ring,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/oura-ring,"



The lowdown on Natural Cycles and the Oura Ring
",N/A
https://blog.thelowdown.com/blog/perimenopause-symptom-checker,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/perimenopause-symptom-checker,Skip to content,The Lowdown
https://blog.thelowdown.com/blog/the-lowdown-on-covid-19-vaccine-periods-fertility-your-questions-answered,Georgia Gallant,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/the-lowdown-on-covid-19-vaccine-periods-fertility-your-questions-answered,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/fatigue,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fatigue,"



Menopause fatigue: What’s causing tiredness and how can it be treated?
",N/A
https://blog.thelowdown.com/blog/changing-contraception,Erin Damico,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/changing-contraception,Erin Damico,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/antibiotics-and-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/antibiotics-and-contraception,"



Antibiotics and The Pill: What’s The Truth?
",N/A
https://blog.thelowdown.com/blog/periods-pill-real-fake,Laura Keyes,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/periods-pill-real-fake,Laura Keyes,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/types-of-pcos,Dr Fran Yarlett,N/A,http://localhost/thelowdown/wp/blog/types-of-pcos,Skip to content,Dr Nikki Ramskill
https://blog.thelowdown.com/blog/what-is-vaginal-atrophy,Dr Brenna Weaver,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/what-is-vaginal-atrophy,Dr Brenna Weaver,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/which-morning-after-pill-is-best,Georgia Gallant,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/which-morning-after-pill-is-best,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/a-first-5s-foray-into-femtech,Dr Fran Yarlett,N/A,http://localhost/thelowdown/wp/blog/a-first-5s-foray-into-femtech,Dr Fran Yarlett,telemedicine appointments
https://blog.thelowdown.com,N/A,N/A,http://localhost/thelowdown/wp,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/fibroids-vs-endometriosis,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/fibroids-vs-endometriosis,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/stopping-hrt,Dr Fran Yarlett,N/A,http://localhost/thelowdown/wp/blog/stopping-hrt,The Lowdown,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/follicular,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/follicular,"



An introduction to your hormones and menstrual cycle
",N/A
https://blog.thelowdown.com/blog/tag/pcos,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pcos,"



Metformin for PCOS
",N/A
https://blog.thelowdown.com/blog/contraception-weight-gain-and-loss,Dr. Melanie Davis-Hall,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/contraception-weight-gain-and-loss,Mary Hargreaves,Dr Fran Yarlett
https://blog.thelowdown.com/blog/why-is-my-period-late,Hatty Wilmoth,Dr. Fran Yarlett,http://localhost/thelowdown/wp/blog/why-is-my-period-late,Hatty Wilmoth,Dr Fran Yarlett
https://blog.thelowdown.com/blog/heavy-periods-at-work,Emma Scott,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/heavy-periods-at-work,Emma Scott,Dr Becky Mawson
https://blog.thelowdown.com/blog/female-sterilization-fact-vs-fiction,Maddie Braidwood,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/female-sterilization-fact-vs-fiction,Maddie Braidwood,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/microgynon,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/microgynon,"



Microgynon for PCOS
",N/A
https://blog.thelowdown.com/blog/what-is-natural-progesterone,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/what-is-natural-progesterone,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/dr-becky-mawson,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/dr-becky-mawson,N/A,N/A
https://blog.thelowdown.com/blog/tag/pain-relief,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pain-relief,"



Can mefenamic acid help with heavy and painful periods?
",N/A
https://blog.thelowdown.com/#how-to-clean,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/our-most-popular-contraceptives-ius-v-combination-pill,Sophie King,Dr. Fran Yarlett,http://localhost/thelowdown/wp/blog/our-most-popular-contraceptives-ius-v-combination-pill,Skip to content,Sophie King
https://blog.thelowdown.com/#insert,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/contraceptive-injection,Maddie Braidwood,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/contraceptive-injection,Maddie Braidwood,Dr Becky Mawson
https://blog.thelowdown.com/author/laura-keyes,N/A,N/A,http://localhost/thelowdown/wp/author/laura-keyes,"



Periods on the pill – are they real or fake?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/#reviews,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/yasmin,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/yasmin,"



Can you use Yasmin as emergency contraception?
",N/A
https://blog.thelowdown.com/blog/tag/emergency-contraception,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/emergency-contraception,"



Can you use Yasmin as emergency contraception?
",N/A
https://blog.thelowdown.com/#combined-pill,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/weight-gain,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/weight-gain,"



The most common side effects of contraception
",N/A
https://blog.thelowdown.com/blog/norgestimate,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/norgestimate,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/menstrual-cycle,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/menstrual-cycle,"



Period poo: The ins and the outs
",N/A
https://blog.thelowdown.com/blog/ius-iud-coil-fitting,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/ius-iud-coil-fitting,Hatty Wilmoth,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/contraception-side-effects,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/contraception-side-effects,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/intrauterine-device-iud-everything-you-need-to-know,Maddie Braidwood,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/intrauterine-device-iud-everything-you-need-to-know,Skip to content,Maddie Braidwood
https://blog.thelowdown.com/#mini,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/the-contraceptive-implant-everything-you-need-to-know-the-lowdown,Maddie Braidwood,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/the-contraceptive-implant-everything-you-need-to-know-the-lowdown,Maddie Braidwood,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#periods,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/smoking-weed-the-pill,Mary Hargreaves,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/smoking-weed-the-pill,Mary Hargreaves,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/do-i-need-to-give-my-body-a-break-from-contraception,Mary Hargreaves,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/do-i-need-to-give-my-body-a-break-from-contraception,Mary Hargreaves,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/ius/page/2,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ius/page/2,N/A,N/A
https://blog.thelowdown.com/blog/difference-between-pms-pmdd,Mary Hargreaves,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/difference-between-pms-pmdd,Mary Hargreaves,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#more-than-one,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/mirena-coil,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mirena-coil,"



Mirena vs Copper coil: What’s the difference and which one is best?
",N/A
https://blog.thelowdown.com/blog/excess-hair-growth,Emma Scott,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/excess-hair-growth,Emma Scott,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/vaginal-ring,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/vaginal-ring,"



How to insert a vaginal ring
",N/A
https://blog.thelowdown.com/blog/tag/sex-drive,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sex-drive,"



The most common side effects of contraception
",N/A
https://blog.thelowdown.com/blog/a-complete-guide-to-non-hormonal-contraception,Georgia Gallant,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/a-complete-guide-to-non-hormonal-contraception,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/sore-after-sex-vagina-hurts,Emma Scott,Dr. Fran Yarlett,http://localhost/thelowdown/wp/blog/sore-after-sex-vagina-hurts,Emma Scott,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tesh-contraceptive-story,Tesh Reyes,N/A,http://localhost/thelowdown/wp/blog/tesh-contraceptive-story,Tesh Reyes,endometriosis
https://blog.thelowdown.com/blog/check-coil-threads,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/check-coil-threads,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/author/angela-wipperman,N/A,N/A,http://localhost/thelowdown/wp/author/angela-wipperman,"



Blood clots and birth control – what are the risks?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/slynd-pop-pill,Dani Conlon,Dr. Fran Yarlett,http://localhost/thelowdown/wp/blog/slynd-pop-pill,Dani Conlon,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/pregnant,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pregnant,"



Can you get pregnant on the implant? What happens if it expires?
",N/A
https://blog.thelowdown.com/#femodene,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#dros,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/sex,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sex,"



Why do I bleed after sex? Causes, treatment and when to call your GP
",N/A
https://blog.thelowdown.com/#treatments,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/yasmin-pill-breastfeeding,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/yasmin-pill-breastfeeding,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/common-contraceptive-implant-side-effects,Maddie Braidwood,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/common-contraceptive-implant-side-effects,Maddie Braidwood,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/estradiol-hemihydrate,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/estradiol-hemihydrate,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#birth,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/microgynon-emergency-contraception,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/microgynon-emergency-contraception,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/the-lowdown-on-hpv,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/the-lowdown-on-hpv,The Lowdown,cervical cancer
https://blog.thelowdown.com/blog/estradiol-valerate,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/estradiol-valerate,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#desogestrel,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/can-you-go-swimming-on-your-period,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/can-you-go-swimming-on-your-period,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/fertility,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fertility,"



Fibroids and pregnancy
",N/A
https://blog.thelowdown.com/blog/gestodene,The Lowdown,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/gestodene,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/pill-cause-weight-gain,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pill-cause-weight-gain,"



Contraception: Weight Gain and Loss
",N/A
https://blog.thelowdown.com/blog/tag/fatema-mustansir-dawoodbhoy,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fatema-mustansir-dawoodbhoy,N/A,N/A
https://blog.thelowdown.com/blog/tag/pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pill,"



Can I change the time I take my pill?
",N/A
https://blog.thelowdown.com/#after-your-coil-fitting,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#side,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#antibiotics,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/spotting-on-birth-control,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/spotting-on-birth-control,Maddie Braidwood,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/ovulation-bleeding,Emma Scott,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/ovulation-bleeding,Emma Scott,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/sore-breasts,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sore-breasts,"



Signs and symptoms of a hormonal imbalance
",N/A
https://blog.thelowdown.com/blog/the-lowdown-on-the-covid-19-vaccine-and-fertility-the-menstrual-cycle-and-pregnancy,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/the-lowdown-on-the-covid-19-vaccine-and-fertility-the-menstrual-cycle-and-pregnancy,The Lowdown,combined pill
https://blog.thelowdown.com/blog/world-contraception-day-2021-what-we-have-learnt,Dr Melanie Davis-Hall,N/A,http://localhost/thelowdown/wp/blog/world-contraception-day-2021-what-we-have-learnt,Dr Melanie Davis-Hall,appointments
https://blog.thelowdown.com/blog/tag/fibroids,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/fibroids,"



Fibroids vs endometriosis: what’s the difference?
","



What are fibroids?
"
https://blog.thelowdown.com/blog/hana-pill-cost,Dani Conlon,N/A,http://localhost/thelowdown/wp/blog/hana-pill-cost,Dani Conlon,Wired photoshoot
https://blog.thelowdown.com/#hormone-free,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/menopause,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/menopause,"



Fibroids after menopause
","



How to manage sleep problems in perimenopause
"
https://blog.thelowdown.com/blog/tag/antibiotics-and-birth-control,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/antibiotics-and-birth-control,"



Antibiotics and The Pill: What’s The Truth?
",N/A
https://blog.thelowdown.com/blog/tag/ovarian-insufficiency,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/ovarian-insufficiency,"



I’m a women’s health GP with primary ovarian insufficiency
",N/A
https://blog.thelowdown.com/blog/morning-after-pill-while-breastfeeding,The Lowdown,N/A,http://localhost/thelowdown/wp/blog/morning-after-pill-while-breastfeeding,The Lowdown,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/my-contraceptive-journey-from-implant-to-eating-disorder,Melissa Adamou,N/A,http://localhost/thelowdown/wp/blog/my-contraceptive-journey-from-implant-to-eating-disorder,Skip to content,Melissa Adamou
https://blog.thelowdown.com/blog/endometriosis-contraception,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/endometriosis-contraception,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/mini-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mini-pill,"



Everything you need to know about Slynd: The new progestogen-only pill
",N/A
https://blog.thelowdown.com/blog/a-doctors-experience-of-sexual-health-rural-south-african-communities,Dr Brenna Weaver,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/a-doctors-experience-of-sexual-health-rural-south-african-communities,Dr Brenna Weaver,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/taking-the-pill-back-to-back,Mary Hargreaves,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/taking-the-pill-back-to-back,Mary Hargreaves,Dr Fran Yarlett
https://blog.thelowdown.com/#on-the-day,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/buy-morning-after-pill-guide,Georgia Gallant,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/buy-morning-after-pill-guide,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#treatment,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/mirena,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mirena,"



Mirena coil and menopause: everything you need to know
",N/A
https://blog.thelowdown.com/blog/tag/nhs,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/nhs,"



The Lowdown on the COVID-19 vaccine: Periods and fertility with the NHS
",N/A
https://blog.thelowdown.com/blog/tag/cramps,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/cramps,"



What’s the difference between Premenstrual syndrome (PMS) and Premenstrual dysphoric disorder (PMDD)?
",N/A
https://blog.thelowdown.com/blog/tag/norelgestromin,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/norelgestromin,"



Norelgestromin
",N/A
https://blog.thelowdown.com/#late,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/vaginal-atrophy,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/vaginal-atrophy,"



What is vaginal atrophy?
",N/A
https://blog.thelowdown.com/blog/tag/missed-pill,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/missed-pill,"



What should I do if I miss a Microgynon pill?
",N/A
https://blog.thelowdown.com/author/erin-damico,N/A,N/A,http://localhost/thelowdown/wp/author/erin-damico,"



Intimate washes – are they safe and should we use them?
","

 

Okorite Ephraim


 
"
https://blog.thelowdown.com/blog/tag/jaydess,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/jaydess,"



Jaydess, Mirena, Kyleena, Benilexa or Levosert: which hormonal coil is best for me?
",N/A
https://blog.thelowdown.com/#test,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#advantages,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/6-tips-for-overcoming-orgasm-anxiety,Dani Conlon,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/6-tips-for-overcoming-orgasm-anxiety,Dani Conlon,Dr Becky Mawson
https://blog.thelowdown.com/blog/how-long-does-hrt-take-to-work,The Lowdown,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/how-long-does-hrt-take-to-work,The Lowdown,Dr Fran Yarlett
https://blog.thelowdown.com/blog/tag/sayana-press,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/sayana-press,"



How to inject the Sayana Press contraceptive injection yourself
",N/A
https://blog.thelowdown.com/blog/what-are-the-different-types-of-lubricant,Mary Hargreaves,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/what-are-the-different-types-of-lubricant,Mary Hargreaves,Dr Becky Mawson
https://blog.thelowdown.com/blog/tag/progestogen,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/progestogen,"



Progestogen-only contraception and breast cancer – what’s the risk?
",N/A
https://blog.thelowdown.com/#benefits,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/yasmin-emergency-contraception,Dr Fran Yarlett,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/yasmin-emergency-contraception,Dr Fran Yarlett,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#causes,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/#safely,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/perimenopause-trouble-sleeping,Diahala Doucoré,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/perimenopause-trouble-sleeping,Diahala Doucouré,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/drovelis-combined-pill-explained,Alice Pelton,Dr Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/drovelis-combined-pill-explained,Alice Pelton,Dr Melanie Davis-Hall
https://blog.thelowdown.com/#cause-hair-loss,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/tag/pms,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/pms,"



What is PMS?
",N/A
https://blog.thelowdown.com/#pregnancy,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/microgynon-right-pill-for-you,Sophie King,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/microgynon-right-pill-for-you,Sophie King,Dr Becky Mawson
https://blog.thelowdown.com/blog/tag/discharge,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/discharge,"



Can contraception cause yeast infections or vaginal itching?
",N/A
https://blog.thelowdown.com/blog/what-is-pms,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/what-is-pms,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/painful-sex-during-pregnancy,Dr Silvia Anie-Akwetey,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/painful-sex-during-pregnancy,Dr Silvia Anie-Akwetey,Dr Becky Mawson
https://blog.thelowdown.com/blog/everything-you-need-to-know-about-natural-cycles,Georgia Gallant,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/everything-you-need-to-know-about-natural-cycles,Georgia Gallant,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/tag/the-lowdown,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/the-lowdown,"



The Lowdown pill ‘groups’ explained
",N/A
https://blog.thelowdown.com/blog/tag/side-effects,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/side-effects,"



The most common side effects of contraception
",N/A
https://blog.thelowdown.com/blog/endometriosis-stages,Fatema Dawoodbhoy,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/endometriosis-stages,Fatema Dawoodbhoy,Dr Fran Yarlett
https://blog.thelowdown.com/blog/heavy-periods-and-stress,Emma Scott,Dr Becky Mawson,http://localhost/thelowdown/wp/blog/heavy-periods-and-stress,Emma Scott,Dr Becky Mawson
https://blog.thelowdown.com/blog/tag/newsletter,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/newsletter,"



The Lowdown’s March Newsletter
",N/A
https://blog.thelowdown.com/blog/tag/moods,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/moods,"



So you want to talk about… coming off the pill
",N/A
https://blog.thelowdown.com/blog/tag/mood,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/mood,"



The most common side effects of contraception
",N/A
https://blog.thelowdown.com/blog/anxiety-exhaustion-perimenopause,Dr Fran Yarlett,N/A,http://localhost/thelowdown/wp/blog/anxiety-exhaustion-perimenopause,The Lowdown,Dr Fran Yarlett
https://blog.thelowdown.com/#non-desogestrel,N/A,N/A,http://localhost/thelowdown/wp/,"



Does Microgynon stop or delay your period?
",View all 
https://blog.thelowdown.com/blog/anything-but-the-pull-out,Nicola Godsell,N/A,http://localhost/thelowdown/wp/blog/anything-but-the-pull-out,Nicola Godsell,
https://blog.thelowdown.com/blog/tag/birth-control,N/A,N/A,http://localhost/thelowdown/wp/blog/tag/birth-control,"



Does birth control affect your sex drive?
",N/A
https://blog.thelowdown.com/blog/everything-you-need-to-know-about-ballerine-iub,Maddie Braidwood,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/everything-you-need-to-know-about-ballerine-iub,Maddie Braidwood,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/pregnant-from-precum,Sophie King,Dr. Melanie Davis-Hall,http://localhost/thelowdown/wp/blog/pregnant-from-precum,Sophie King,Dr Melanie Davis-Hall
https://blog.thelowdown.com/blog/lichen-sclerosus,Lena Chauhan,Dr Fran Yarlett,http://localhost/thelowdown/wp/blog/lichen-sclerosus,Lena Chauhan,
