full_url,relative_url,page_title,slug,meta_title,meta_description,canonical_url,site2_full_url,site2_relative_url,relative_urls_match,site2_page_title,page_titles_match,site2_slug,slugs_match,site2_meta_title,meta_titles_match,site2_meta_description,meta_descriptions_match,site2_canonical_url,canicol_urls_match
https://blog.thelowdown.com/blog/hana-missed-pill-guide,/blog/hana-missed-pill-guide,Hana Missed Pill Guide: Forgetting Your Pill | The Lowdown,hana-missed-pill-guide,Hana Missed Pill Guide: Forgetting Your Pill | The Lowdown,"In our Hana Missed Pill Guide, our doctors share what to do if you forget one or more Hana contraceptive pills.",https://thelowdown.com/blog/hana-missed-pill-guide,http://localhost/thelowdown/wp/blog/hana-missed-pill-guide,/blog/hana-missed-pill-guide,TRUE,Hana Missed Pill Guide: Forgetting Your Pill | The Lowdown,TRUE,hana-missed-pill-guide,TRUE,Hana Missed Pill Guide: Forgetting Your Pill | The Lowdown,TRUE,"In our Hana Missed Pill Guide, our doctors share what to do if you forget one or more Hana contraceptive pills.",TRUE,https://thelowdown.com/blog/hana-missed-pill-guide,TRUE
https://blog.thelowdown.com/blog/contraceptive-pill-hair-loss,/blog/contraceptive-pill-hair-loss,Can the Pill Cause Hair Loss? - The Lowdown,contraceptive-pill-hair-loss,Can the Pill Cause Hair Loss? - The Lowdown,Is there a link between hair loss and the pill? We take a look at the evidence for oral contraceptives as well as other methods.,https://thelowdown.com/blog/contraceptive-pill-hair-loss,http://localhost/thelowdown/wp/blog/contraceptive-pill-hair-loss,/blog/contraceptive-pill-hair-loss,TRUE,Can The Birth Control Pill Cause Hair Loss? | The Lowdown,FALSE,contraceptive-pill-hair-loss,TRUE,Can The Birth Control Pill Cause Hair Loss? | The Lowdown,FALSE,Is there a link between hair loss and the pill? We take a look at the evidence for oral contraceptives as well as other methods.,TRUE,https://thelowdown.com/blog/contraceptive-pill-hair-loss,TRUE
https://blog.thelowdown.com/blog/why-use-lubricant,/blog/why-use-lubricant,Top Reasons To Use Lubricant | The Lowdown,why-use-lubricant,Top Reasons To Use Lubricant | The Lowdown,"For those who haven’t tried it, using lubricant can have a number of benefits. We provide expert insights and advice on the reasons for using lubricants...",https://thelowdown.com/blog/why-use-lubricant,http://localhost/thelowdown/wp/blog/why-use-lubricant,/blog/why-use-lubricant,TRUE,Top Reasons To Use Lubricant | The Lowdown,TRUE,why-use-lubricant,TRUE,Top Reasons To Use Lubricant | The Lowdown,TRUE,"For those who haven’t tried it, using lubricant can have a number of benefits. We provide expert insights and advice on the reasons for using lubricants...",TRUE,https://thelowdown.com/blog/why-use-lubricant,TRUE
https://blog.thelowdown.com/blog/menopause-exercise,/blog/menopause-exercise,Menopause & Exercise | The Lowdown,menopause-exercise,Menopause & Exercise | The Lowdown,Get the lowdown on how exercise can help with menopause and the best exercises to help with your menopausal symptoms,https://thelowdown.com/blog/menopause-exercise,http://localhost/thelowdown/wp/blog/menopause-exercise,/blog/menopause-exercise,TRUE,Menopause & Exercise | The Lowdown,TRUE,menopause-exercise,TRUE,Menopause & Exercise | The Lowdown,TRUE,Get the lowdown on how exercise can help with menopause and the best exercises to help with your menopausal symptoms,TRUE,https://thelowdown.com/blog/menopause-exercise,TRUE
https://blog.thelowdown.com/blog/tag/blood-clots,/blog/tag/blood-clots,blood clots Archives - The Lowdown,blood-clots,blood clots Archives - The Lowdown,N/A,/blog/tag/blood-clots,http://localhost/thelowdown/wp/blog/tag/blood-clots,/blog/tag/blood-clots,TRUE,blood clots Archives - The Lowdown,TRUE,blood-clots,TRUE,blood clots Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/blood-clots,TRUE
https://blog.thelowdown.com/blog/what-is-pms,/blog/what-is-pms,What is PMS? - The Lowdown,what-is-pms,What is PMS? - The Lowdown,"Learn about what PMS is, how long PMS lasts for and the natural and medical remedies to help you",https://thelowdown.com/blog/what-is-pms,http://localhost/thelowdown/wp/blog/what-is-pms,/blog/what-is-pms,TRUE,What is PMS? - The Lowdown,TRUE,what-is-pms,TRUE,What is PMS? - The Lowdown,TRUE,"Learn about what PMS is, how long PMS lasts for and the natural and medical remedies to help you",TRUE,/blog/what-is-pms,FALSE
https://blog.thelowdown.com/blog/tag/morning-after-pill,/blog/tag/morning-after-pill,morning after pill Archives - The Lowdown,morning-after-pill,morning after pill Archives - The Lowdown,N/A,/blog/tag/morning-after-pill,http://localhost/thelowdown/wp/blog/tag/morning-after-pill,/blog/tag/morning-after-pill,TRUE,morning after pill Archives - The Lowdown,TRUE,morning-after-pill,TRUE,morning after pill Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/morning-after-pill,TRUE
https://blog.thelowdown.com/blog/tag/combined-pill,/blog/tag/combined-pill,combined pill Archives - The Lowdown,combined-pill,combined pill Archives - The Lowdown,N/A,/blog/tag/combined-pill,http://localhost/thelowdown/wp/blog/tag/combined-pill,/blog/tag/combined-pill,TRUE,combined pill Archives - The Lowdown,TRUE,combined-pill,TRUE,combined pill Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/combined-pill,TRUE
https://blog.thelowdown.com/blog/mestranol,/blog/mestranol,Mestranol | The Lowdown,mestranol,Mestranol | The Lowdown,"Mestranol is a synthetic form of oestrogen (like the hormone oestrogen naturally found in your body, but made in a lab).",https://thelowdown.com/blog/mestranol,http://localhost/thelowdown/wp/blog/mestranol,/blog/mestranol,TRUE,Mestranol | The Lowdown,TRUE,mestranol,TRUE,Mestranol | The Lowdown,TRUE,"Mestranol is a synthetic form of oestrogen (like the hormone oestrogen naturally found in your body, but made in a lab).",TRUE,https://thelowdown.com/blog/mestranol,TRUE
https://blog.thelowdown.com/blog/should-i-worry-about-heavy-periods,/blog/should-i-worry-about-heavy-periods,Should I Worry About Heavy Periods? | The Lowdown,should-i-worry-about-heavy-periods,Should I Worry About Heavy Periods? | The Lowdown,"Heavy periods can feel like a burden to deal with, but do you need to worry? Get the lowdown on the whats, whys and treatment how-tos of heavy periods.",https://thelowdown.com/blog/should-i-worry-about-heavy-periods,http://localhost/thelowdown/wp/blog/should-i-worry-about-heavy-periods,/blog/should-i-worry-about-heavy-periods,TRUE,Should I Worry About Heavy Periods? | The Lowdown,TRUE,should-i-worry-about-heavy-periods,TRUE,Should I Worry About Heavy Periods? | The Lowdown,TRUE,"Heavy periods can feel like a burden to deal with, but do you need to worry? Get the lowdown on the whats, whys and treatment how-tos of heavy periods.",TRUE,https://thelowdown.com/blog/should-i-worry-about-heavy-periods,TRUE
https://blog.thelowdown.com/blog/getting-used-to-new-contraception-is-the-3-month-rule-real,/blog/getting-used-to-new-contraception-is-the-3-month-rule-real,New Contraception - Is The 3 Month Rule Real? | The Lowdown,getting-used-to-new-contraception-is-the-3-month-rule-real,New Contraception - Is The 3 Month Rule Real? | The Lowdown,Is waiting three months the golden rule when deciding whether a contraception is right for you? We take a look at the facts.,https://thelowdown.com/blog/getting-used-to-new-contraception-is-the-3-month-rule-real,http://localhost/thelowdown/wp/blog/getting-used-to-new-contraception-is-the-3-month-rule-real,/blog/getting-used-to-new-contraception-is-the-3-month-rule-real,TRUE,New Contraception - Is The 3 Month Rule Real? | The Lowdown,TRUE,getting-used-to-new-contraception-is-the-3-month-rule-real,TRUE,New Contraception - Is The 3 Month Rule Real? | The Lowdown,TRUE,Is waiting three months the golden rule when deciding whether a contraception is right for you? We take a look at the facts.,TRUE,https://thelowdown.com/blog/getting-used-to-new-contraception-is-the-3-month-rule-real,TRUE
https://blog.thelowdown.com/blog/tag/mood,/blog/tag/mood,mood Archives - The Lowdown,mood,mood Archives - The Lowdown,N/A,/blog/tag/mood,http://localhost/thelowdown/wp/blog/tag/mood,/blog/tag/mood,TRUE,mood Archives - The Lowdown,TRUE,mood,TRUE,mood Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/mood,TRUE
https://blog.thelowdown.com/blog/the-nuvaring,/blog/the-nuvaring,So You Want To Talk About... The Vaginal Ring | The Lowdown,the-nuvaring,So You Want To Talk About... The Vaginal Ring | The Lowdown,The vaginal ring is a combined hormonal contraception method made of soft plastic that is placed inside the vagina.,https://thelowdown.com/blog/the-nuvaring,http://localhost/thelowdown/wp/blog/the-nuvaring,/blog/the-nuvaring,TRUE,So You Want To Talk About... The Vaginal Ring | The Lowdown,TRUE,the-nuvaring,TRUE,So You Want To Talk About... The Vaginal Ring | The Lowdown,TRUE,The vaginal ring is a combined hormonal contraception method made of soft plastic that is placed inside the vagina.,TRUE,https://thelowdown.com/blog/the-nuvaring,TRUE
https://blog.thelowdown.com/blog/tag/fatema-mustansir-dawoodbhoy,/blog/tag/fatema-mustansir-dawoodbhoy,Fatema Mustansir Dawoodbhoy Archives - The Lowdown,fatema-mustansir-dawoodbhoy,Fatema Mustansir Dawoodbhoy Archives - The Lowdown,N/A,/blog/tag/fatema-mustansir-dawoodbhoy,http://localhost/thelowdown/wp/blog/tag/fatema-mustansir-dawoodbhoy,/blog/tag/fatema-mustansir-dawoodbhoy,TRUE,Fatema Mustansir Dawoodbhoy Archives - The Lowdown,TRUE,fatema-mustansir-dawoodbhoy,TRUE,Fatema Mustansir Dawoodbhoy Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/fatema-mustansir-dawoodbhoy,TRUE
https://blog.thelowdown.com/blog/talking-to-your-partner-about-contraception,/blog/talking-to-your-partner-about-contraception,Talking To Your Partner About Contraception | The Lowdown,talking-to-your-partner-about-contraception,Talking To Your Partner About Contraception | The Lowdown,"Preventing unplanned pregnancy is a shared responsibility between partners - long term or otherwise. Here's what they need to know about contraception, how it can affect you, and when you're most likely to get pregnant.",https://thelowdown.com/blog/talking-to-your-partner-about-contraception,http://localhost/thelowdown/wp/blog/talking-to-your-partner-about-contraception,/blog/talking-to-your-partner-about-contraception,TRUE,Talking To Your Partner About Contraception | The Lowdown,TRUE,talking-to-your-partner-about-contraception,TRUE,Talking To Your Partner About Contraception | The Lowdown,TRUE,"Preventing unplanned pregnancy is a shared responsibility between partners - long term or otherwise. Here's what they need to know about contraception, how it can affect you, and when you're most likely to get pregnant.",TRUE,https://thelowdown.com/blog/talking-to-your-partner-about-contraception,TRUE
https://blog.thelowdown.com/blog/tag/hirsuism,/blog/tag/hirsuism,hirsuism Archives - The Lowdown,hirsuism,hirsuism Archives - The Lowdown,N/A,/blog/tag/hirsuism,http://localhost/thelowdown/wp/blog/tag/hirsuism,/blog/tag/hirsuism,TRUE,hirsuism Archives - The Lowdown,TRUE,hirsuism,TRUE,hirsuism Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/hirsuism,TRUE
https://blog.thelowdown.com/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,UK Gov's Women's Health Strategy: Our Response | The Lowdown,the-uk-governments-womens-health-strategy-the-lowdowns-response,UK Gov's Women's Health Strategy: Our Response | The Lowdown,"As part of the UK Government's call for evidence into Women's Health, The Lowdown created a survey to get feedback on women's experiences with reproductive and sexual healthcare.",https://thelowdown.com/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,http://localhost/thelowdown/wp/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,TRUE,UK Gov's Women's Health Strategy: Our Response | The Lowdown,TRUE,the-uk-governments-womens-health-strategy-the-lowdowns-response,TRUE,UK Gov's Women's Health Strategy: Our Response | The Lowdown,TRUE,"As part of the UK Government's call for evidence into Women's Health, The Lowdown created a survey to get feedback on women's experiences with reproductive and sexual healthcare.",TRUE,https://thelowdown.com/blog/the-uk-governments-womens-health-strategy-the-lowdowns-response,TRUE
https://blog.thelowdown.com/blog/types-of-pcos,/blog/types-of-pcos,Types of PCOS Explained by Doctors - The Lowdown,types-of-pcos,Types of PCOS Explained by Doctors - The Lowdown,Get the lowdown on the different types of PCOS from our medical experts to help you identify which type of PCOS you may have.,https://thelowdown.com/blog/types-of-pcos,http://localhost/thelowdown/wp/blog/types-of-pcos,/blog/types-of-pcos,TRUE,Types of PCOS Explained by Doctors - The Lowdown,TRUE,types-of-pcos,TRUE,Types of PCOS Explained by Doctors - The Lowdown,TRUE,Get the lowdown on the different types of PCOS from our medical experts to help you identify which type of PCOS you may have.,TRUE,https://thelowdown.com/blog/types-of-pcos,TRUE
https://blog.thelowdown.com/blog/tag/pcso,/blog/tag/pcso,PCSO Archives - The Lowdown,pcso,PCSO Archives - The Lowdown,N/A,/blog/tag/pcso,http://localhost/thelowdown/wp/blog/tag/pcso,/blog/tag/pcso,TRUE,PCSO Archives - The Lowdown,TRUE,pcso,TRUE,PCSO Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/pcso,TRUE
https://blog.thelowdown.com/blog/tag/contraception-online,/blog/tag/contraception-online,contraception online Archives - The Lowdown,contraception-online,contraception online Archives - The Lowdown,N/A,/blog/tag/contraception-online,http://localhost/thelowdown/wp/blog/tag/contraception-online,/blog/tag/contraception-online,TRUE,contraception online Archives - The Lowdown,TRUE,contraception-online,TRUE,contraception online Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/contraception-online,TRUE
https://blog.thelowdown.com/blog/changing-contraception,/blog/changing-contraception,Changing Contraception: How To Switch Methods | The Lowdown,changing-contraception,Changing Contraception: How To Switch Methods | The Lowdown,"Timing is a key factor when switching your method of contraception, and the reality is it may take some time to actually make the switch.",https://thelowdown.com/blog/changing-contraception,http://localhost/thelowdown/wp/blog/changing-contraception,/blog/changing-contraception,TRUE,Changing Contraception: How To Switch Methods | The Lowdown,TRUE,changing-contraception,TRUE,Changing Contraception: How To Switch Methods | The Lowdown,TRUE,"Timing is a key factor when switching your method of contraception, and the reality is it may take some time to actually make the switch.",TRUE,https://thelowdown.com/blog/changing-contraception,TRUE
https://blog.thelowdown.com/blog/coming-off-the-pill,/blog/coming-off-the-pill,Coming Off The Pill - Side Effects To Expect | The Lowdown,coming-off-the-pill,Coming Off The Pill - Side Effects To Expect | The Lowdown,"Everything you need to know about coming off the birth control pill from side effects to periods, brought to you by contraceptive experts. Read more.",https://thelowdown.com/blog/coming-off-the-pill,http://localhost/thelowdown/wp/blog/coming-off-the-pill,/blog/coming-off-the-pill,TRUE,Coming Off The Pill - Side Effects To Expect | The Lowdown,TRUE,coming-off-the-pill,TRUE,Coming Off The Pill - Side Effects To Expect | The Lowdown,TRUE,"Everything you need to know about coming off the birth control pill from side effects to periods, brought to you by contraceptive experts. Read more.",TRUE,https://thelowdown.com/blog/coming-off-the-pill,TRUE
https://blog.thelowdown.com/blog/tag/heavy-periods,/blog/tag/heavy-periods,heavy periods Archives - The Lowdown,heavy-periods,heavy periods Archives - The Lowdown,N/A,/blog/tag/heavy-periods,http://localhost/thelowdown/wp/blog/tag/heavy-periods,/blog/tag/heavy-periods,TRUE,heavy periods Archives - The Lowdown,TRUE,heavy-periods,TRUE,heavy periods Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/heavy-periods,TRUE
https://blog.thelowdown.com/blog/tag/libido,/blog/tag/libido,libido Archives - The Lowdown,libido,libido Archives - The Lowdown,N/A,/blog/tag/libido,http://localhost/thelowdown/wp/blog/tag/libido,/blog/tag/libido,TRUE,libido Archives - The Lowdown,TRUE,libido,TRUE,libido Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/libido,TRUE
https://blog.thelowdown.com/blog/tag/nexplanon,/blog/tag/nexplanon,nexplanon Archives - The Lowdown,nexplanon,nexplanon Archives - The Lowdown,N/A,/blog/tag/nexplanon,http://localhost/thelowdown/wp/blog/tag/nexplanon,/blog/tag/nexplanon,TRUE,nexplanon Archives - The Lowdown,TRUE,nexplanon,TRUE,nexplanon Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/nexplanon,TRUE
https://blog.thelowdown.com/wp-content/uploads/2021/12/The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,/wp-content/uploads/2021/12/The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,N/A,The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,N/A,N/A,N/A,http://localhost/thelowdown/wp/wp-content/uploads/2021/12/The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,/wp-content/uploads/2021/12/The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,TRUE,N/A,TRUE,The-Lowdowns-Womens-Health-Strategy-response-1-1.pdf,TRUE,N/A,TRUE,N/A,TRUE,N/A,TRUE
https://blog.thelowdown.com/blog/tag/alice-pelton,/blog/tag/alice-pelton,Alice Pelton Archives - The Lowdown,alice-pelton,Alice Pelton Archives - The Lowdown,N/A,/blog/tag/alice-pelton,http://localhost/thelowdown/wp/blog/tag/alice-pelton,/blog/tag/alice-pelton,TRUE,Alice Pelton Archives - The Lowdown,TRUE,alice-pelton,TRUE,Alice Pelton Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/alice-pelton,TRUE
https://blog.thelowdown.com/blog/thrush-and-your-period,/blog/thrush-and-your-period,Thrush and your Period | Facts & Advice | The Lowdown,thrush-and-your-period,Thrush and your Period | Facts & Advice | The Lowdown,"Many women often experience thrush before, during and after their period. Get the lowdown on why this is and how you can alleviate the symptoms.",https://thelowdown.com/blog/thrush-and-your-period,http://localhost/thelowdown/wp/blog/thrush-and-your-period,/blog/thrush-and-your-period,TRUE,Thrush and your Period | Facts & Advice | The Lowdown,TRUE,thrush-and-your-period,TRUE,Thrush and your Period | Facts & Advice | The Lowdown,TRUE,"Many women often experience thrush before, during and after their period. Get the lowdown on why this is and how you can alleviate the symptoms.",TRUE,https://thelowdown.com/blog/thrush-and-your-period,TRUE
https://blog.thelowdown.com/author/sophie-king,/author/sophie-king,Sophie King - The Lowdown,sophie-king,Sophie King - The Lowdown,Sophie is a Cardiff University- trained journalist who is passionate about sharing womens’ contraception stories.,https://thelowdown.com/author/sophie-king,http://localhost/thelowdown/wp/author/sophie-king,/author/sophie-king,TRUE,Sophie King - The Lowdown,TRUE,sophie-king,TRUE,Sophie King - The Lowdown,TRUE,N/A,FALSE,/author/sophie-king,FALSE
https://blog.thelowdown.com/blog/tag/norethisterone-enanthate,/blog/tag/norethisterone-enanthate,Norethisterone Enanthate Archives - The Lowdown,norethisterone-enanthate,Norethisterone Enanthate Archives - The Lowdown,N/A,/blog/tag/norethisterone-enanthate,http://localhost/thelowdown/wp/blog/tag/norethisterone-enanthate,/blog/tag/norethisterone-enanthate,TRUE,Norethisterone Enanthate Archives - The Lowdown,TRUE,norethisterone-enanthate,TRUE,Norethisterone Enanthate Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/norethisterone-enanthate,TRUE
https://blog.thelowdown.com/blog/tag/periods/page/2,/blog/tag/periods/page/2,periods Archives - Page 2 of 3 - The Lowdown,2,periods Archives - Page 2 of 3 - The Lowdown,N/A,/blog/tag/periods/page/2,http://localhost/thelowdown/wp/blog/tag/periods/page/2,/blog/tag/periods/page/2,TRUE,periods Archives - Page 2 of 2 - The Lowdown,FALSE,2,TRUE,periods Archives - Page 2 of 2 - The Lowdown,FALSE,N/A,TRUE,/blog/tag/periods/page/2,TRUE
https://blog.thelowdown.com/blog/tag/progestogen-only-pill,/blog/tag/progestogen-only-pill,progestogen-only pill Archives - The Lowdown,progestogen-only-pill,progestogen-only pill Archives - The Lowdown,N/A,/blog/tag/progestogen-only-pill,http://localhost/thelowdown/wp/blog/tag/progestogen-only-pill,/blog/tag/progestogen-only-pill,TRUE,progestogen-only pill Archives - The Lowdown,TRUE,progestogen-only-pill,TRUE,progestogen-only pill Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/progestogen-only-pill,TRUE
https://blog.thelowdown.com/blog/tag/cervical-screening,/blog/tag/cervical-screening,cervical screening Archives - The Lowdown,cervical-screening,cervical screening Archives - The Lowdown,N/A,/blog/tag/cervical-screening,http://localhost/thelowdown/wp/blog/tag/cervical-screening,/blog/tag/cervical-screening,TRUE,cervical screening Archives - The Lowdown,TRUE,cervical-screening,TRUE,cervical screening Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/cervical-screening,TRUE
https://blog.thelowdown.com/blog/my-contraceptive-journey-from-implant-to-eating-disorder,/blog/my-contraceptive-journey-from-implant-to-eating-disorder,My Contraceptive Implant & My Eating Disorder | The Lowdown,my-contraceptive-journey-from-implant-to-eating-disorder,My Contraceptive Implant & My Eating Disorder | The Lowdown,One woman's journey to finding the right contraception for her after a hormonal method triggered an eating disorder and depression.,https://thelowdown.com/blog/my-contraceptive-journey-from-implant-to-eating-disorder,http://localhost/thelowdown/wp/blog/my-contraceptive-journey-from-implant-to-eating-disorder,/blog/my-contraceptive-journey-from-implant-to-eating-disorder,TRUE,My Contraceptive Implant & My Eating Disorder | The Lowdown,TRUE,my-contraceptive-journey-from-implant-to-eating-disorder,TRUE,My Contraceptive Implant & My Eating Disorder | The Lowdown,TRUE,One woman's journey to finding the right contraception for her after a hormonal method triggered an eating disorder and depression.,TRUE,https://thelowdown.com/blog/my-contraceptive-journey-from-implant-to-eating-disorder,TRUE
https://blog.thelowdown.com/blog/yasmin-emergency-contraception,/blog/yasmin-emergency-contraception,Can You Use Yasmin as Emergency Contraception? | The Lowdown,yasmin-emergency-contraception,Can You Use Yasmin as Emergency Contraception? | The Lowdown,Can the Yasmin pill be used as emergency contraception? Here our doctors answer this commonly asked question.,https://thelowdown.com/blog/yasmin-emergency-contraception,http://localhost/thelowdown/wp/blog/yasmin-emergency-contraception,/blog/yasmin-emergency-contraception,TRUE,Can You Use Yasmin as Emergency Contraception? | The Lowdown,TRUE,yasmin-emergency-contraception,TRUE,Can You Use Yasmin as Emergency Contraception? | The Lowdown,TRUE,Can the Yasmin pill be used as emergency contraception? Here our doctors answer this commonly asked question.,TRUE,https://thelowdown.com/blog/yasmin-emergency-contraception,TRUE
https://blog.thelowdown.com/blog/everything-you-need-to-know-about-the-combined-pill,/blog/everything-you-need-to-know-about-the-combined-pill,A Complete Guide To The Combined Pill | ﻿The Lowdown,everything-you-need-to-know-about-the-combined-pill,A Complete Guide To The Combined Pill | ﻿The Lowdown,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.,https://thelowdown.com/blog/everything-you-need-to-know-about-the-combined-pill,http://localhost/thelowdown/wp/blog/everything-you-need-to-know-about-the-combined-pill,/blog/everything-you-need-to-know-about-the-combined-pill,TRUE,A Complete Guide To The Combined Pill | ﻿The Lowdown,TRUE,everything-you-need-to-know-about-the-combined-pill,TRUE,A Complete Guide To The Combined Pill | ﻿The Lowdown,TRUE,Everything you need to know about the combined pill. Read honest reviews and get the facts from the world’s only contraceptive review platform.,TRUE,https://thelowdown.com/blog/everything-you-need-to-know-about-the-combined-pill,TRUE
https://blog.thelowdown.com/blog/fibroids-after-menopause,/blog/fibroids-after-menopause,Fibroids after Menopause - The Lowdown,fibroids-after-menopause,Fibroids after Menopause - The Lowdown,The size of fibroids and the symptoms they cause tend to slowly reduce during menopause as your hormones change.,https://thelowdown.com/blog/fibroids-after-menopause,http://localhost/thelowdown/wp/blog/fibroids-after-menopause,/blog/fibroids-after-menopause,TRUE,Fibroids after Menopause - The Lowdown,TRUE,fibroids-after-menopause,TRUE,Fibroids after Menopause - The Lowdown,TRUE,The size of fibroids and the symptoms they cause tend to slowly reduce during menopause as your hormones change.,TRUE,/blog/fibroids-after-menopause,FALSE
https://blog.thelowdown.com/blog/contraception-sex-drive,/blog/contraception-sex-drive,Can Birth Control Lower or Increase Sex Drive? | The Lowdown,contraception-sex-drive,Can Birth Control Lower or Increase Sex Drive? | The Lowdown,"Aroused, libidinous, turned on or just plain horny: sex drive has a million names, but does birth control like the pill have an impact on it?",https://thelowdown.com/blog/contraception-sex-drive,http://localhost/thelowdown/wp/blog/contraception-sex-drive,/blog/contraception-sex-drive,TRUE,Can Birth Control Lower or Increase Sex Drive? | The Lowdown,TRUE,contraception-sex-drive,TRUE,Can Birth Control Lower or Increase Sex Drive? | The Lowdown,TRUE,"Aroused, libidinous, turned on or just plain horny: sex drive has a million names, but does birth control like the pill have an impact on it?",TRUE,https://thelowdown.com/blog/contraception-sex-drive,TRUE
https://blog.thelowdown.com/blog/alice-ectopic-pregnancy,/blog/alice-ectopic-pregnancy,Alice's Ectopic Pregnancy Journey | The Lowdown,alice-ectopic-pregnancy,Alice's Ectopic Pregnancy Journey | The Lowdown,"The Lowdown's Founder, Alice, shares her experience of ectopic pregnancy",https://thelowdown.com/blog/alice-ectopic-pregnancy,http://localhost/thelowdown/wp/blog/alice-ectopic-pregnancy,/blog/alice-ectopic-pregnancy,TRUE,Alice's Ectopic Pregnancy Journey | The Lowdown,TRUE,alice-ectopic-pregnancy,TRUE,Alice's Ectopic Pregnancy Journey | The Lowdown,TRUE,"The Lowdown's Founder, Alice, shares her experience of ectopic pregnancy",TRUE,https://thelowdown.com/blog/alice-ectopic-pregnancy,TRUE
https://blog.thelowdown.com/blog/tag/silvia-anie-akwetey,/blog/tag/silvia-anie-akwetey,Silvia Anie-Akwetey Archives - The Lowdown,silvia-anie-akwetey,Silvia Anie-Akwetey Archives - The Lowdown,N/A,/blog/tag/silvia-anie-akwetey,http://localhost/thelowdown/wp/blog/tag/silvia-anie-akwetey,/blog/tag/silvia-anie-akwetey,TRUE,Silvia Anie-Akwetey Archives - The Lowdown,TRUE,silvia-anie-akwetey,TRUE,Silvia Anie-Akwetey Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/silvia-anie-akwetey,TRUE
https://blog.thelowdown.com/blog/tag/mary-hargreaves,/blog/tag/mary-hargreaves,Mary Hargreaves Archives - The Lowdown,mary-hargreaves,Mary Hargreaves Archives - The Lowdown,N/A,/blog/tag/mary-hargreaves,http://localhost/thelowdown/wp/blog/tag/mary-hargreaves,/blog/tag/mary-hargreaves,TRUE,Mary Hargreaves Archives - The Lowdown,TRUE,mary-hargreaves,TRUE,Mary Hargreaves Archives - The Lowdown,TRUE,N/A,TRUE,/blog/tag/mary-hargreaves,TRUE
https://blog.thelowdown.com/blog/sore-after-sex-vagina-hurts,/blog/sore-after-sex-vagina-hurts,Sore vagina after sex: Why does my vagina hurt? - The Lowdown,sore-after-sex-vagina-hurts,Sore vagina after sex: Why does my vagina hurt? - The Lowdown,Find out the most common causes of vaginal pain after sex and what treatments are available so you can go back to enjoying pleasure!,https://thelowdown.com/blog/sore-after-sex-vagina-hurts,http://localhost/thelowdown/wp/blog/sore-after-sex-vagina-hurts,/blog/sore-after-sex-vagina-hurts,TRUE,Why Does My Vagina Hurt After Sex? | The Lowdown,FALSE,sore-after-sex-vagina-hurts,TRUE,Why Does My Vagina Hurt After Sex? | The Lowdown,FALSE,Find out the most common causes of vaginal pain after sex and what treatments are available so you can go back to enjoying pleasure!,TRUE,https://thelowdown.com/blog/sore-after-sex-vagina-hurts,TRUE
https://blog.thelowdown.com/blog/progestogen-only-contraception-and-breast-cancer,/blog/progestogen-only-contraception-and-breast-cancer,Progestogen-only contraception and breast cancer - what’s the risk?,progestogen-only-contraception-and-breast-cancer,Progestogen-only contraception and breast cancer - what’s the risk?,Does progestogen-only contraception cause breast cancer? Here's what you need to know!,/blog/progestogen-only-contraception-and-breast-cancer,http://localhost/thelowdown/wp/blog/progestogen-only-contraception-and-breast-cancer,/blog/progestogen-only-contraception-and-breast-cancer,TRUE,Progestogen-only contraception and breast cancer - what’s the risk?,TRUE,progestogen-only-contraception-and-breast-cancer,TRUE,Progestogen-only contraception and breast cancer - what’s the risk?,TRUE,Does progestogen-only contraception cause breast cancer? Here's what you need to know!,TRUE,/blog/progestogen-only-contraception-and-breast-cancer,TRUE
