post_id,post_slug,meta_key,meta_value
16045,tesh-contraceptive-story,_yoast_wpseo_focuskw,PCOS endometriosis
16045,tesh-contraceptive-story,_yoast_wpseo_metadesc,"From PCOS to endometriosis, it took three scans, three pills and five years until Tesh knew why she had been living in so much pain."
16045,tesh-contraceptive-story,_yoast_wpseo_metadesc,"From PCOS to endometriosis, it took three scans, three pills and five years until Tesh knew why she had been living in so much pain."
16045,tesh-contraceptive-story,_yoast_wpseo_metadesc,"From PCOS to endometriosis, it took three scans, three pills and five years until Tesh knew why she had been living in so much pain."
16045,tesh-contraceptive-story,_yoast_wpseo_metadesc,"From PCOS to endometriosis, it took three scans, three pills and five years until Tesh knew why she had been living in so much pain."
16045,tesh-contraceptive-story,_yoast_wpseo_metadesc,"From PCOS to endometriosis, it took three scans, three pills and five years until Tesh knew why she had been living in so much pain."
16045,tesh-contraceptive-story,_yoast_wpseo_title,Cerazette & Endometriosis: My Experience | The Lowdown
16045,tesh-contraceptive-story,_yoast_wpseo_title,Cerazette & Endometriosis: My Experience | The Lowdown
16045,tesh-contraceptive-story,_yoast_wpseo_title,Cerazette & Endometriosis: My Experience | The Lowdown
16045,tesh-contraceptive-story,_yoast_wpseo_title,Cerazette & Endometriosis: My Experience | The Lowdown
16045,tesh-contraceptive-story,_yoast_wpseo_title,Cerazette & Endometriosis: My Experience | The Lowdown
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_canonical,https://thelowdown.com/blog/my-contraceptive-journey-one-injection-please
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_focuskw,contraceptive injection
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_focuskw,contraceptive injection
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_focuskw,contraceptive injection
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_focuskw,contraceptive injection
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_focuskw,contraceptive injection
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_metadesc,"All Lili wanted was to go onto the injection, but the nurse insisted she try different birth control pills first, despite it not agreeing with her."
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_metadesc,"All Lili wanted was to go onto the injection, but the nurse insisted she try different birth control pills first, despite it not agreeing with her."
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_metadesc,"All Lili wanted was to go onto the injection, but the nurse insisted she try different birth control pills first, despite it not agreeing with her."
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_metadesc,"All Lili wanted was to go onto the injection, but the nurse insisted she try different birth control pills first, despite it not agreeing with her."
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_metadesc,"All Lili wanted was to go onto the injection, but the nurse insisted she try different birth control pills first, despite it not agreeing with her."
16046,my-contraceptive-journey-one-injection-please,_yoast_wpseo_title,"My Contraceptive Journey: One Injection, Please | The Lowdown"
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_canonical,https://thelowdown.com/blog/my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_focuskw,contraceptive journey
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_focuskw,contraceptive journey
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_focuskw,contraceptive journey
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_focuskw,contraceptive journey
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_focuskw,contraceptive journey
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_focuskw,contraceptive journey
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_metadesc,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes."
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_metadesc,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes."
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_metadesc,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes."
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_metadesc,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes."
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_metadesc,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes."
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_metadesc,"Despite being promised that the second pill she was prescribed was the same as before, Leah experienced some extreme changes."
16066,my-contraceptive-journey-no-this-pill-isnt-the-same-as-the-one-before-2,_yoast_wpseo_title,Contraceptive Journey: Microgynon to Rigevidon | The Lowdown
16400,anything-but-the-pull-out,_yoast_wpseo_canonical,https://thelowdown.com/blog/anything-but-the-pull-out
16400,anything-but-the-pull-out,_yoast_wpseo_focuskw,the pill
16400,anything-but-the-pull-out,_yoast_wpseo_metadesc,"Despite coming off the pill, Nicola struggled with her mental health and she wondered if her contraception had anything to do with it."
16400,anything-but-the-pull-out,_yoast_wpseo_title,My Contraceptive Journey: The Pull Out Method | The Lowdown
16540,intrauterine-device-iud-everything-you-need-to-know,_yoast_wpseo_canonical,https://thelowdown.com/blog/intrauterine-device-iud-everything-you-need-to-know
16540,intrauterine-device-iud-everything-you-need-to-know,_yoast_wpseo_metadesc,"Everything you need to know about the Intrauterine device (IUD) as brought to you by contraceptive experts, The Lowdown."
16540,intrauterine-device-iud-everything-you-need-to-know,_yoast_wpseo_title,Intrauterine Device (IUD) - A Complete Guide | The Lowdown
16542,morning-after-pill-guide,_yoast_wpseo_canonical,https://thelowdown.com/blog/morning-after-pill-guide
16542,morning-after-pill-guide,_yoast_wpseo_focuskw,morning after pill
16542,morning-after-pill-guide,_yoast_wpseo_metadesc,What is the morning after pill and how does it work? Get the lowdown in this complete guide to emergency contraception.
16542,morning-after-pill-guide,_yoast_wpseo_title,A Complete Guide To The Morning After Pill | The Lowdown
17083,coming-off-the-pill,_yoast_wpseo_canonical,https://thelowdown.com/blog/coming-off-the-pill
17083,coming-off-the-pill,_yoast_wpseo_metadesc,"Everything you need to know about coming off the birth control pill from side effects to periods, brought to you by contraceptive experts. Read more."
17083,coming-off-the-pill,_yoast_wpseo_title,Coming Off The Pill - Side Effects To Expect | The Lowdown
17131,everything-you-need-to-know-progesterone-only-pill,_yoast_wpseo_canonical,https://thelowdown.com/blog/everything-you-need-to-know-progesterone-only-pill
17131,everything-you-need-to-know-progesterone-only-pill,_yoast_wpseo_metadesc,"Everything you need to know about the progesterone only pill as brought to you by contraceptive experts, The Lowdown."
17131,everything-you-need-to-know-progesterone-only-pill,_yoast_wpseo_title,Progesterone Only Pill - A Complete Guide | The Lowdown
17181,mirena-coil-removal,_yoast_wpseo_canonical,https://thelowdown.com/blog/mirena-coil-removal
17181,mirena-coil-removal,_yoast_wpseo_focuskw,coil
17181,mirena-coil-removal,_yoast_wpseo_metadesc,Does the Mirena coil wear off after 5 years? Are there any symptoms? Here our contraceptive experts answer your top questions about Mirena coil removal.
17181,mirena-coil-removal,_yoast_wpseo_title,Mirena Coil Removal - Symptoms & Side Effects | The Lowdown
17218,progesterone-only-pill-brands,_yoast_wpseo_canonical,https://thelowdown.com/blog/progesterone-only-pill-brands
17218,progesterone-only-pill-brands,_yoast_wpseo_focuskw,mini pill
17218,progesterone-only-pill-brands,_yoast_wpseo_metadesc,"Cerelle, Cerazette, Norgeston... What are the differences between these mini pill brands (progestogen-only birth control) and which is the best for you?"
17218,progesterone-only-pill-brands,_yoast_wpseo_title,Mini Pill Brands Explained (Progestogen-Only) - The Lowdown
17245,the-nuvaring,_yoast_wpseo_canonical,https://thelowdown.com/blog/the-nuvaring
17245,the-nuvaring,_yoast_wpseo_focuskw,vaginal ring
17245,the-nuvaring,_yoast_wpseo_metadesc,The vaginal ring is a combined hormonal contraception method made of soft plastic that is placed inside the vagina.
17245,the-nuvaring,_yoast_wpseo_title,So You Want To Talk About... The Vaginal Ring | The Lowdown
17266,getting-the-snip,_yoast_wpseo_canonical,https://thelowdown.com/blog/getting-the-snip
17266,getting-the-snip,_yoast_wpseo_metadesc,How does a vasectomy work? Does it hurt? Does it affect your sex life? All your FAQs answered about getting a snip on the NHS.
17266,getting-the-snip,_yoast_wpseo_title,Getting The Snip on the NHS - Vasectomy FAQs | The Lowdown
17275,mirena-coil-menopause,_yoast_wpseo_canonical,https://thelowdown.com/blog/mirena-coil-menopause
17275,mirena-coil-menopause,_yoast_wpseo_metadesc,What happens when you hit menopause with a Mirena coil in place? Your questions answered by the contraceptive experts at The Lowdown.
17275,mirena-coil-menopause,_yoast_wpseo_title,Mirena Coil and Menopause Facts - The Lowdown
17603,the-combined-pill-brands,_yoast_wpseo_canonical,https://thelowdown.com/blog/the-combined-pill-brands
17603,the-combined-pill-brands,_yoast_wpseo_focuskw,combined pill
17603,the-combined-pill-brands,_yoast_wpseo_metadesc,"A detailed guide to the different brands of combined pill in the UK; from Cilest to Yasmin, and everything in-between."
17603,the-combined-pill-brands,_yoast_wpseo_title,Combined Pill Brands Explained - The Lowdown
17705,pregnant-from-precum,_yoast_wpseo_canonical,https://thelowdown.com/blog/pregnant-from-precum
17705,pregnant-from-precum,_yoast_wpseo_metadesc,"Technically, precum doesn't contain sperm but that doesn't mean you won't get pregnant. Read more about precum pregnancy chances and the pull-out method."
17705,pregnant-from-precum,_yoast_wpseo_title,Can You Get Pregnant from Precum? | The Lowdown
17930,contraceptive-implant-fitting-removal,_yoast_wpseo_canonical,https://thelowdown.com/blog/contraceptive-implant-fitting-removal
17930,contraceptive-implant-fitting-removal,_yoast_wpseo_focuskw,implant
17930,contraceptive-implant-fitting-removal,_yoast_wpseo_metadesc,Is it painful to remove? Can it be fitted on the NHS? Everything you need to know about the fitting and removal of the contraceptive implant (Nexplanon).
17930,contraceptive-implant-fitting-removal,_yoast_wpseo_title,Contraceptive Implant Removal & Fitting Guide | The Lowdown
18019,what-is-the-best-contraceptive-injection,_yoast_wpseo_canonical,https://thelowdown.com/blog/what-is-the-best-contraceptive-injection
18019,what-is-the-best-contraceptive-injection,_yoast_wpseo_metadesc,"Find out the differences between the three types of contraceptive injection: Depo Provera, Sayana Press and Noristerat."
18019,what-is-the-best-contraceptive-injection,_yoast_wpseo_title,"Sayana Press, Depo-Provera & Noristerat - Which Is Best? | The Lowdown"
18326,female-sterilization-fact-vs-fiction,_yoast_wpseo_canonical,https://thelowdown.com/blog/female-sterilization-fact-vs-fiction
18326,female-sterilization-fact-vs-fiction,_yoast_wpseo_focuskw,female sterilisation
18326,female-sterilization-fact-vs-fiction,_yoast_wpseo_metadesc,"Female sterilisation, which is also known as 'having your tubes tied', is a permanent surgical procedure to block or seal the fallopian tubes."
18326,female-sterilization-fact-vs-fiction,_yoast_wpseo_title,Female Sterilisation - Fact Vs Fiction | The Lowdown
18466,how-do-i-delay-my-period,_yoast_wpseo_canonical,https://thelowdown.com/blog/how-do-i-delay-my-period
18466,how-do-i-delay-my-period,_yoast_wpseo_focuskw,delay your period
18466,how-do-i-delay-my-period,_yoast_wpseo_metadesc,Whether you're off on holiday or you just can't face the cramps that month sometimes you need to delay your period - here's how.
18466,how-do-i-delay-my-period,_yoast_wpseo_title,How Do I Delay My Period? | The Lowdown
18489,bleeding-after-sex,_yoast_wpseo_canonical,https://thelowdown.com/blog/bleeding-after-sex
18489,bleeding-after-sex,_yoast_wpseo_metadesc,Bleeding after sex is mostly nothing to worry about however there are some cases when you should see a GP. Find out when to get help in our go-to guide.
18489,bleeding-after-sex,_yoast_wpseo_title,Bleeding after sex causes & treatments
18573,ius-vs-iud,_yoast_wpseo_canonical,https://thelowdown.com/blog/ius-vs-iud
18573,ius-vs-iud,_yoast_wpseo_metadesc,"Hormonal coil, non-hormonal coil - what even is the difference?! From how it works to benefits and side effects, get the gossip on the IUS vs IUD."
18573,ius-vs-iud,_yoast_wpseo_title,IUS vs IUD - Which Coil Is Right For You? | The Lowdown
18628,choosing-the-best-contraceptive-pilll,_yoast_wpseo_canonical,https://thelowdown.com/blog/choosing-the-best-contraceptive-pill
18628,choosing-the-best-contraceptive-pilll,_yoast_wpseo_metadesc,"A step by step guide to finding the best birth control pill for you. Get the lowdown on symptoms & side effects like mood, skin, libido & headaches."
18628,choosing-the-best-contraceptive-pilll,_yoast_wpseo_title,Which Is The Best Contraceptive Pill For Me? | The Lowdown
18646,microgynon-right-pill-for-you,_yoast_wpseo_canonical,https://thelowdown.com/blog/microgynon-right-pill-for-you
18646,microgynon-right-pill-for-you,_yoast_wpseo_metadesc,"The combined pill Microgynon 30 and ED might be the GP's first contraceptive choice for you, but is it yours?"
18646,microgynon-right-pill-for-you,_yoast_wpseo_title,Is Microgynon The Right Pill For You? | The Lowdown
18680,common-contraceptive-implant-side-effects,_yoast_wpseo_canonical,https://thelowdown.com/blog/common-contraceptive-implant-side-effects
18680,common-contraceptive-implant-side-effects,_yoast_wpseo_metadesc,The contraceptive implant (Nexplanon implant) is made from a small soft flexible rod made out of ethylene vinylacetate copolymer (plastic) that goes under the female’s skin.
18680,common-contraceptive-implant-side-effects,_yoast_wpseo_title,Common Contraceptive Implant Side Effects | The Lowdown
18707,why-is-my-period-late,_yoast_wpseo_canonical,https://thelowdown.com/blog/why-is-my-period-late
18707,why-is-my-period-late,_yoast_wpseo_focuskw,period
18707,why-is-my-period-late,_yoast_wpseo_metadesc,Learn more about changes to your period whilst using the copper IUD.
18707,why-is-my-period-late,_yoast_wpseo_title,Missed or late period with copper coil/IUD?
18794,can-you-get-pregnant-on-the-pill,_yoast_wpseo_canonical,https://thelowdown.com/blog/can-you-get-pregnant-on-the-pill
18794,can-you-get-pregnant-on-the-pill,_yoast_wpseo_focuskw,pregnant on the pill
18794,can-you-get-pregnant-on-the-pill,_yoast_wpseo_metadesc,"Although the pill has a high success rate, there are various factors that can disrupt this and put you at risk of unplanned pregnancy."
18794,can-you-get-pregnant-on-the-pill,_yoast_wpseo_title,Can You Get Pregnant On The Pill? | The Lowdown
18926,jaydess-v-mirena-coil,_yoast_wpseo_canonical,https://thelowdown.com/blog/jaydess-v-mirena-coil
18926,jaydess-v-mirena-coil,_yoast_wpseo_metadesc,"Different brands of hormonal coils can cause different symptoms. Discover how the Jaydess, Mirena, Skyla and Kyleena IUS coils each differ."
18926,jaydess-v-mirena-coil,_yoast_wpseo_title,"Differences between Kyleena, Mirena, Jaydess, Levosert & Benelixa coils - The Lowdown"
19093,can-you-get-pregnant-on-the-implant,_yoast_wpseo_canonical,https://thelowdown.com/blog/can-you-get-pregnant-on-the-implant
19093,can-you-get-pregnant-on-the-implant,_yoast_wpseo_focuskw,pregnant on the implant
19093,can-you-get-pregnant-on-the-implant,_yoast_wpseo_metadesc,"The implant is more than 99% effective. Find out what happens to your periods, when it expires and all about implant removal."
19093,can-you-get-pregnant-on-the-implant,_yoast_wpseo_title,Can You Get Pregnant on The Implant (Nexplanon)? | The Lowdown
19109,antibiotics-and-the-pill,_yoast_wpseo_metadesc,It is probable that at some point in your life you will be prescribed antibiotics while on the pill. But will they affect your contraception? Find out here.
19109,antibiotics-and-the-pill,_yoast_wpseo_title,Do Antibiotics Affect Birth Control?: The Truth | The Lowdown
19114,how-long-does-it-take-for-birth-control-to-work,_yoast_wpseo_canonical,https://thelowdown.com/blog/how-long-does-it-take-for-birth-control-to-work
19114,how-long-does-it-take-for-birth-control-to-work,_yoast_wpseo_metadesc,"Get the lowdown on how soon your contraception is effective, and when you need to use extra protection such as condoms."
19114,how-long-does-it-take-for-birth-control-to-work,_yoast_wpseo_title,How Long Does It Take For Birth Control To Work? | The Lowdown
19130,spotting-on-birth-control,_yoast_wpseo_canonical,https://thelowdown.com/blog/spotting-on-birth-control
19130,spotting-on-birth-control,_yoast_wpseo_metadesc,Spotting is any bleeding (no matter how light or heavy) you may experience between your regular menstrual periods or during pregnancy - and it’s normal.
19130,spotting-on-birth-control,_yoast_wpseo_title,Spotting On Birth Control - What Does It Mean? | The Lowdown
19188,best-contraception-for-pcos,_yoast_wpseo_canonical,https://thelowdown.com/blog/best-contraception-for-pcos
19188,best-contraception-for-pcos,_yoast_wpseo_metadesc,"Learn which types of birth control are best for treating symptoms of PCOS. Including the combined pill, vaginal ring and contraceptive patch."
19188,best-contraception-for-pcos,_yoast_wpseo_title,Best Contraception for PCOS - The Pill & More | The Lowdown
19662,getting-used-to-new-contraception-is-the-3-month-rule-real,_yoast_wpseo_canonical,https://thelowdown.com/blog/getting-used-to-new-contraception-is-the-3-month-rule-real
19662,getting-used-to-new-contraception-is-the-3-month-rule-real,_yoast_wpseo_metadesc,Is waiting three months the golden rule when deciding whether a contraception is right for you? We take a look at the facts.
19662,getting-used-to-new-contraception-is-the-3-month-rule-real,_yoast_wpseo_title,New Contraception - Is The 3 Month Rule Real? | The Lowdown
19665,what-is-synthetic-progestin-the-ingredient-in-your-hormonal-contraception,_yoast_wpseo_canonical,https://thelowdown.com/blog/what-is-synthetic-progestin-the-ingredient-in-your-hormonal-contraception
19665,what-is-synthetic-progestin-the-ingredient-in-your-hormonal-contraception,_yoast_wpseo_focuskw,synthetic progestin
19665,what-is-synthetic-progestin-the-ingredient-in-your-hormonal-contraception,_yoast_wpseo_metadesc,Every method of hormonal contraception contains a type of synthetic (man-made) progestin. Each work in various ways to stop pregnancy.
19665,what-is-synthetic-progestin-the-ingredient-in-your-hormonal-contraception,_yoast_wpseo_title,What Is Synthetic Progestin? | The Lowdown
19667,an-introduction-to-your-hormones-and-menstrual-cycle,_yoast_wpseo_canonical,https://thelowdown.com/blog/an-introduction-to-your-hormones-and-menstrual-cycle
19667,an-introduction-to-your-hormones-and-menstrual-cycle,_yoast_wpseo_focuskw,menstrual cycle
19667,an-introduction-to-your-hormones-and-menstrual-cycle,_yoast_wpseo_metadesc,"To understand how contraception affects our bodies, we first need to understand how natural hormones play a part in the menstrual cycle."
19667,an-introduction-to-your-hormones-and-menstrual-cycle,_yoast_wpseo_title,Your Hormones & Menstrual Cycle Explained | The Lowdown
19669,what-is-natural-progesterone,_yoast_wpseo_canonical,https://thelowdown.com/blog/what-is-natural-progesterone
19669,what-is-natural-progesterone,_yoast_wpseo_focuskw,progesterone
19669,what-is-natural-progesterone,_yoast_wpseo_metadesc,"Natural progesterone is not actually used in contraceptives; instead, a synthetic, man-made version called a ‘progestin’ is used."
19669,what-is-natural-progesterone,_yoast_wpseo_title,What Is Natural Progesterone? | The Lowdown
19671,blood-clots-and-contraception-what-are-the-risks,_yoast_wpseo_canonical,https://thelowdown.com/blog/blood-clots-and-contraception-what-are-the-risks
19671,blood-clots-and-contraception-what-are-the-risks,_yoast_wpseo_focuskw,blood clots and contraception
19671,blood-clots-and-contraception-what-are-the-risks,_yoast_wpseo_metadesc,"Different birth control methods have different risks for blood clots, and those taking the combined pill have a higher risk. Read more."
19671,blood-clots-and-contraception-what-are-the-risks,_yoast_wpseo_title,Blood Clots & The Pill - What Are The Risks? | The Lowdown
19673,can-your-contraceptive-affect-your-mood,_yoast_wpseo_canonical,https://thelowdown.com/blog/can-your-contraceptive-affect-your-mood
19673,can-your-contraceptive-affect-your-mood,_yoast_wpseo_metadesc,"From the pill to the coil, we compare each hormonal contraceptive and the effects they have on women's mood swings."
19673,can-your-contraceptive-affect-your-mood,_yoast_wpseo_title,Is Your Contraceptive Affecting Your Mood? | The Lowdown
19726,mirena-vs-copper-coil,_yoast_wpseo_canonical,https://thelowdown.com/blog/mirena-vs-copper-coil
19726,mirena-vs-copper-coil,_yoast_wpseo_metadesc,"Get the lowdown on the differences between the copper IUD and mirena, including side effects & real reviews."
19726,mirena-vs-copper-coil,_yoast_wpseo_title,Copper IUD vs Mirena: Pros & Cons - The Lowdown
19747,the-hormonal-coil-all-your-questions-answered,_yoast_wpseo_canonical,https://thelowdown.com/blog/the-hormonal-coil-all-your-questions-answered
19747,the-hormonal-coil-all-your-questions-answered,_yoast_wpseo_metadesc,"The Hormonal coil (IUS) is women’s favourite method of contraception. The Hormonal IUS (brands include Mirena, Levosert and Jaydess) tops our overall satisfaction ratings - with an average 3.5 out of 5."
19747,the-hormonal-coil-all-your-questions-answered,_yoast_wpseo_title,The Hormonal Coil (Mirena) - FAQ Guide | The Lowdown
19896,combined-pill-vs-mini-pill,_yoast_wpseo_canonical,https://thelowdown.com/blog/combined-pill-vs-mini-pill
19896,combined-pill-vs-mini-pill,_yoast_wpseo_metadesc,"The two types of contraceptive pills, the combined pill and the mini pill (also known as the progestogen only pill or POP) are a popular form of contraception amongst many women."
19896,combined-pill-vs-mini-pill,_yoast_wpseo_title,Combined Pill vs Mini Pill - The Difference | The Lowdown
19958,our-most-popular-contraceptives-ius-v-combination-pill,_yoast_wpseo_canonical,https://thelowdown.com/blog/our-most-popular-contraceptives-ius-v-combination-pill
19958,our-most-popular-contraceptives-ius-v-combination-pill,_yoast_wpseo_focuskw,IUS vs combined pill
19958,our-most-popular-contraceptives-ius-v-combination-pill,_yoast_wpseo_metadesc,How do the top two rated contraceptives by The Lowdown users compare side by side? A guide to the IUS vs the combined pill.
19958,our-most-popular-contraceptives-ius-v-combination-pill,_yoast_wpseo_title,"The IUS vs Combined Pill; Which is Better? | The Lowdown"
20915,my-experience-of-the-injection-and-fertility,_yoast_wpseo_canonical,https://thelowdown.com/blog/my-experience-of-the-injection-and-fertility
20915,my-experience-of-the-injection-and-fertility,_yoast_wpseo_focuskw,injection experience
20915,my-experience-of-the-injection-and-fertility,_yoast_wpseo_metadesc,"Shannon shares her experience of the contraceptive injection, the return to fertility and what she wished she had known beforehand."
20915,my-experience-of-the-injection-and-fertility,_yoast_wpseo_title,Contraceptive Experience: Injection & Fertility | The Lowdown
23294,androgens,_yoast_wpseo_canonical,https://thelowdown.com/blog/androgens
23294,androgens,_yoast_wpseo_focuskw,androgens
23294,androgens,_yoast_wpseo_metadesc,"Androgens are a group of sex hormones generally associated with men, although some are also found in women’s bodies in lower concentrations. Read more."
23294,androgens,_yoast_wpseo_title,What Are Androgens In Contraception? | The Lowdown
26456,pregnancy-and-the-covid-vaccine,_yoast_wpseo_canonical,https://thelowdown.com/blog/pregnancy-and-the-covid-vaccine
26456,pregnancy-and-the-covid-vaccine,_yoast_wpseo_focuskw,pregnant COVID-19
26456,pregnancy-and-the-covid-vaccine,_yoast_wpseo_metadesc,"There is no evidence so far to suggest that COVID-19 vaccines in England are unsafe for pregnant women, or that they will cause any fertility issues in future."
26456,pregnancy-and-the-covid-vaccine,_yoast_wpseo_title,Pregnancy & The COVID-19 Vaccine | The Lowdown
26607,gestodene,_yoast_wpseo_canonical,https://thelowdown.com/blog/gestodene
26607,gestodene,_yoast_wpseo_focuskw,gestodene
26607,gestodene,_yoast_wpseo_metadesc,Gestodene is a third-generation synthetic progestin and almost always used in the combined pill alongside synthetic oestrogens.
26607,gestodene,_yoast_wpseo_title,Gestodene | The Lowdown
26610,levonorgestrel,_yoast_wpseo_canonical,https://thelowdown.com/blog/levonorgestrel
26610,levonorgestrel,_yoast_wpseo_focuskw,levonorgestrel
26610,levonorgestrel,_yoast_wpseo_metadesc,"Levonorgestrel is of the most commonly-used progestogens in contraception; found in pills, the hormonal coil and the morning after pill."
26610,levonorgestrel,_yoast_wpseo_title,Levonorgestrel | The Lowdown
26613,norethisterone,_yoast_wpseo_canonical,https://thelowdown.com/blog/norethisterone
26613,norethisterone,_yoast_wpseo_focuskw,norethisterone
26613,norethisterone,_yoast_wpseo_metadesc,"Norethisterone is a progestin used for hormonal therapy in menopausal women and can be used to delay a period, or reduce endometriosis pain. Read more."
26613,norethisterone,_yoast_wpseo_title,What Is Norethisterone & How Does It Work? | The Lowdown
26616,nomegestrol-acetate,_yoast_wpseo_canonical,https://thelowdown.com/blog/nomegestrol-acetate
26616,nomegestrol-acetate,_yoast_wpseo_focuskw,nomegestrol acetate
26616,nomegestrol-acetate,_yoast_wpseo_metadesc,"Nomegestrol acetate is a synthetic oestrogen used in the combined pill, as well as some hormonal therapies for menopausal women."
26616,nomegestrol-acetate,_yoast_wpseo_title,Nomegestrol Acetate | The Lowdown
26619,norethisterone-enanthate,_yoast_wpseo_canonical,https://thelowdown.com/blog/norethisterone-enanthate
26619,norethisterone-enanthate,_yoast_wpseo_focuskw,Norethisterone enanthate
26619,norethisterone-enanthate,_yoast_wpseo_metadesc,"Norethisterone enanthate flies solo; a synthetic progestin, it’s used on its own in the contraceptive injection called Noristerat."
26619,norethisterone-enanthate,_yoast_wpseo_title,Norethisterone Enanthate | The Lowdown
26622,norgestimate,_yoast_wpseo_canonical,https://thelowdown.com/blog/norgestimate
26622,norgestimate,_yoast_wpseo_focuskw,norgestimate
26622,norgestimate,_yoast_wpseo_metadesc,"Norgestimate is a third-generation synthetic progestin used in the combined pill, along with synthetic oestrogen ethinyl estradiol."
26622,norgestimate,_yoast_wpseo_title,Norgestimate | The Lowdwon
26625,drospirenone,_yoast_wpseo_canonical,https://thelowdown.com/blog/drospirenone
26625,drospirenone,_yoast_wpseo_focuskw,drospirenone
26625,drospirenone,_yoast_wpseo_metadesc,"Drospirenone is a synthetic progestin used alongside synthetic oestrogens in the combined pill. Read more about what it is, how it works. Read more."
26625,drospirenone,_yoast_wpseo_title,What Is Drospirenone & How Does It Work? | The Lowdown
26628,medroxyprogesterone-acetate,_yoast_wpseo_canonical,https://thelowdown.com/blog/medroxyprogesterone-acetate
26628,medroxyprogesterone-acetate,_yoast_wpseo_focuskw,medroxyprogesterone acetate
26628,medroxyprogesterone-acetate,_yoast_wpseo_metadesc,"As an original, first-generation synthetic progestin, medroxyprogesterone acetate has a long and varied history."
26628,medroxyprogesterone-acetate,_yoast_wpseo_title,What is Medroxyprogesterone Acetate? | The Lowdown
26631,desogestrel,_yoast_wpseo_canonical,https://thelowdown.com/blog/desogestrel
26631,desogestrel,_yoast_wpseo_focuskw,desogestrel
26631,desogestrel,_yoast_wpseo_metadesc,"Desogestrel is a hormone used in some brands of the combined contraceptive pill, as well as some brands of the progestogen-only pill."
26631,desogestrel,_yoast_wpseo_title,Desogestrel | The Lowdown
26634,etonogestrel,_yoast_wpseo_canonical,https://thelowdown.com/blog/etonogestrel
26634,etonogestrel,_yoast_wpseo_focuskw,etonogestrel
26634,etonogestrel,_yoast_wpseo_metadesc,"Etonogestrel is a third-generation synthetic progestin (a man-made version of progesterone, a hormone found naturally in our bodies)."
26634,etonogestrel,_yoast_wpseo_title,Etonogestrel | The Lowdown
26637,norelgestromin,_yoast_wpseo_canonical,https://thelowdown.com/blog/norelgestromin
26637,norelgestromin,_yoast_wpseo_focuskw,norelgestromin
26637,norelgestromin,_yoast_wpseo_metadesc,"Norelgestromin is a third-generation synthetic progestin, making it a pretty recent addition to the collection of contraceptive hormones."
26637,norelgestromin,_yoast_wpseo_title,Norelgestromin | The Lowdown
26683,taking-the-pill-back-to-back,_yoast_wpseo_canonical,https://thelowdown.com/blog/taking-the-pill-back-to-back
26683,taking-the-pill-back-to-back,_yoast_wpseo_metadesc,Taking your pill back to back may improve its effectiveness without side effects. Find out more in this complete guide to continuous pill taking.
26683,taking-the-pill-back-to-back,_yoast_wpseo_title,Taking The Pill Back To Back (Continuous Pill Taking) | The Lowdown
27308,covid-19-vaccine-fertility-periods,_yoast_wpseo_canonical,https://thelowdown.com/blog/covid-19-vaccine-fertility-periods
