URL on Site 1,Title 1,Meta Title 1,Meta Description 1,Slug 1,URL on Site 2,Title 2,Meta Title 2,Meta Description 2,Slug 2
http://localhost/thelowdown/wp/blog/does-alcohol-affect-the-pill,Does Alcohol Affect The Pill? | The Lowdown,,"Can consuming alcohol effect the contraceptive pill? While it may not directly cause it to fail, there are factors which could mean you're not fully protected against pregnancy.",does-alcohol-affect-the-pill,,,,,
http://localhost/thelowdown/wp/blog/thrush-and-your-period,Thrush and your Period | Facts & Advice | The Lowdown,,"Many women often experience thrush before, during and after their period. Get the lowdown on why this is and how you can alleviate the symptoms.",thrush-and-your-period,,,,,
http://localhost/thelowdown/wp/blog/tag/mood,mood Archives - The Lowdown,,,mood,,,,,
http://localhost/thelowdown/wp/blog/morning-after-pill-while-breastfeeding,Can you take the morning-after pill while breastfeeding? | The Lowdown,,"Here's the Lowdown on what you really need to know, including how it will affect your breast milk and other hormone-free options.",morning-after-pill-while-breastfeeding,,,,,
http://localhost/thelowdown/wp/blog/levonorgestrel,Levonorgestrel | The Lowdown,,"Levonorgestrel is of the most commonly-used progestogens in contraception; found in pills, the hormonal coil and the morning after pill.",levonorgestrel,,,,,
http://localhost/thelowdown/wp/blog/microgynon-for-pcos,Is Microgynon Good for PCOS? | The Lowdown,,Here our doctors share if Microgynon 30 is a good pill to take to help with symptoms of PCOS.,microgynon-for-pcos,,,,,
http://localhost/thelowdown/wp/blog/my-contraceptive-journey-from-implant-to-eating-disorder,My Contraceptive Implant & My Eating Disorder | The Lowdown,,One woman's journey to finding the right contraception for her after a hormonal method triggered an eating disorder and depression.,my-contraceptive-journey-from-implant-to-eating-disorder,,,,,
http://localhost/thelowdown/wp/blog/tag/pill,pill Archives - The Lowdown,,,pill,,,,,
http://localhost/thelowdown/wp/author/milly-evans,Milly Evans - The Lowdown,,,milly-evans,,,,,
http://localhost/thelowdown/wp/blog/low-medium-and-high-oestrogen-pills-explained,The Lowdown Pill 'Groups’ Explained | The Lowdown,,"Many contraceptive pill brands contain exactly the same hormonal ingredients as each other, but are simply branded with a different name.",low-medium-and-high-oestrogen-pills-explained,,,,,
http://localhost/thelowdown/wp/blog/nomegestrol-acetate,Nomegestrol Acetate | The Lowdown,,"Nomegestrol acetate is a synthetic oestrogen used in the combined pill, as well as some hormonal therapies for menopausal women.",nomegestrol-acetate,,,,,
http://localhost/thelowdown/wp/blog/norgestimate,Norgestimate | The Lowdwon,,"Norgestimate is a third-generation synthetic progestin used in the combined pill, along with synthetic oestrogen ethinyl estradiol.",norgestimate,,,,,
http://localhost/thelowdown/wp/blog/tag/condoms,condoms Archives - The Lowdown,,,condoms,,,,,
http://localhost/thelowdown/wp/blog/tag/fibroids,fibroids Archives - The Lowdown,,,fibroids,,,,,
http://localhost/thelowdown/wp/blog/my-pill-journey,My Contraceptive Journey: Have I Been On The Same One For Too Long?,,"Most women choose the contraceptive pill as their first method, but Amy wanted the implant. However, she was told this wasn't an option.",my-pill-journey,,,,,
http://localhost/thelowdown/wp/blog/yasmin-emergency-contraception,Can You Use Yasmin as Emergency Contraception? | The Lowdown,,Can the Yasmin pill be used as emergency contraception? Here our doctors answer this commonly asked question.,yasmin-emergency-contraception,,,,,
http://localhost/thelowdown/wp/blog/what-is-natural-progesterone,What Is Natural Progesterone? | The Lowdown,,"Natural progesterone is not actually used in contraceptives; instead, a synthetic, man-made version called a ‘progestin’ is used.",what-is-natural-progesterone,,,,,
http://localhost/thelowdown/wp/blog/the-lowdown-on-covid-19-vaccine-periods-fertility,The Lowdown on the COVID-19 Vaccine: Periods & Fertility | The Lowdown,,"In partnership with the NHS, The Lowdown speaks to Dr Victoria Male and Dr Fatima Husain to discuss the latest research on the COVID-19 vaccine, fertility and periods",the-lowdown-on-covid-19-vaccine-periods-fertility,,,,,
http://localhost/thelowdown/wp/blog/tag/faqs,FAQs Archives - The Lowdown,,,faqs,,,,,
http://localhost/thelowdown/wp/blog/what-are-fibroids,What are Fibroids? Explained by a Doctor - The Lowdown,,"Learn about the types of fibroids, symptoms, causes & treatments from medically-reviewed sources.",what-are-fibroids,,,,,
http://localhost/thelowdown/wp/blog/can-you-feel-the-coil-during-sex,Can You Feel The Coil During Sex?! | The Lowdown,,So your partner claims they can feel your coil during sex. Find out how common this is and whether or not your coil will affect your sex life.,can-you-feel-the-coil-during-sex,,,,,
http://localhost/thelowdown/wp/blog/the-lowdown-on-natural-cycles-and-the-oura-ring,The lowdown on Natural Cycles and the Oura Ring - The Lowdown,,The Lowdown test out Natural Cycles digital contraceptive app and their partnership with smart ring makers Oura Ring I Hormone free contraception,the-lowdown-on-natural-cycles-and-the-oura-ring,,,,,
http://localhost/thelowdown/wp/blog/everything-you-need-to-know-about-natural-cycles,The Natural Cycles App - How Does It Work? | The Lowdown,,How does Natural Cycles work and how effective is it as contraception? Find out everything you need to know about Natural Cycles.,everything-you-need-to-know-about-natural-cycles,,,,,
http://localhost/thelowdown/wp/blog/tag/sex-drive,sex drive Archives - The Lowdown,,,sex-drive,,,,,
http://localhost/thelowdown/wp/blog/where-can-i-buy-contraception,Where Can I Buy Contraception? | The Lowdown,,"If you can't get an appointment with your GP or make it to a pharmacy, there are many ways to buy contraception. Find out more here...",where-can-i-buy-contraception,,,,,
http://localhost/thelowdown/wp/blog/tag/poo,poo Archives - The Lowdown,,,poo,,,,,
http://localhost/thelowdown/wp/blog/sex-is-uncomfortable-but-not-painful,Is Sex Uncomfortable But Not Painful? Here’s Why | The Lowdown,,Get the lowdown on 8 reasons why you might be experiencing discomfort during sex - including top tips to help and where to get treatment.,sex-is-uncomfortable-but-not-painful,,,,,
http://localhost/thelowdown/wp/blog/progesterone-and-hrt,Progesterone and HRT : The facts | The Lowdown,,"Get the lowdown on what HRT is, how progesterone works as a form of HRT and the side effects of using progesterone to help menopausal symptoms",progesterone-and-hrt,,,,,
http://localhost/thelowdown/wp/blog/progestogen-only-contraception-and-breast-cancer,Progestogen-only contraception and breast cancer - what’s the risk?,,Does progestogen-only contraception cause breast cancer? Here's what you need to know!,progestogen-only-contraception-and-breast-cancer,,,,,
http://localhost/thelowdown/wp/blog/endometriosis-stages,Stages of Endometriosis - The Lowdown,,"The lowdown on what the stages of endometriosis are and how they are classified, in addition to the side effects, symptoms and treatments for different stages",endometriosis-stages,,,,,
http://localhost/thelowdown/wp/blog/tag/perimenopause,perimenopause Archives - The Lowdown,,,perimenopause,,,,,
http://localhost/thelowdown/wp/blog/cerelle-missed-pill-guide,Cerelle Missed Pill: Forgetting your Pill Guide | The Lowdown,,"In our Cerelle Missed Pill Guide, our doctors share what to do if you forget one or more Cerelle contraceptive pills. Find out more here…",cerelle-missed-pill-guide,,,,,
http://localhost/thelowdown/wp/blog/acne-returning-coming-off-the-pill,Acne Returning When Coming Off The Pill | The Lowdown,,"Clearer skin can be a benefit of using hormonal contraception, but what can you do about acne returning when coming off the pill?",acne-returning-coming-off-the-pill,,,,,
http://localhost/thelowdown/wp/blog/menopause-fatigue-tiredness,Menopause Fatigue - The Lowdown,,"Get the lowdown on whether it is menopause or something else causing tiredness, symptoms of menopause and how to track these effectively",menopause-fatigue-tiredness,,,,,
http://localhost/thelowdown/wp/blog/pcos-inositol,Should I take Inositol for PCOS? | The Lowdown,,"Get the lowdown on what inositol is and how it can help dealing with PCOS, as well as checking out our PCOS experience page and sharing your story",pcos-inositol,,,,,
http://localhost/thelowdown/wp/blog/types-of-fibroids,Types of Fibroids Explained by a Doctor - The Lowdown,,"The 3 main types of fibroids are intramural, subserosal and submucosal. There are also pedunculated and cervical fibroids which are less common",types-of-fibroids,,,,,
http://localhost/thelowdown/wp/author/alice-pelton,Alice Pelton - The Lowdown,,,alice-pelton,,,,,
http://localhost/thelowdown/wp/blog/etonogestrel,Etonogestrel | The Lowdown,,"Etonogestrel is a third-generation synthetic progestin (a man-made version of progesterone, a hormone found naturally in our bodies).",etonogestrel,,,,,
http://localhost/thelowdown/wp/blog/fibroids-treatments,Fibroids Treatments Explained by a Doctor - The Lowdown,,"Learn about medical, surgical and alternative treatments for fibroids.",fibroids-treatments,,,,,
http://localhost/thelowdown/wp/blog/the-lowdown-on-the-covid-19-vaccine-and-fertility-the-menstrual-cycle-and-pregnancy,Dr Victoria Male on COVID-19 & Periods | The Lowdown,,"World leading expert, Dr Victoria Male, explains there is no evidence that the COVID-19 vaccine causes infertility in a webinar with The Lowdown.",the-lowdown-on-the-covid-19-vaccine-and-fertility-the-menstrual-cycle-and-pregnancy,,,,,
http://localhost/thelowdown/wp/blog/how-long-does-it-actually-take-to-get-pregnant,How Long Does it Take to Get Pregnant? - The Lowdown,,Get the lowdown from our fertility specialist and doctors on how long on average it can take to get pregnant.,how-long-does-it-actually-take-to-get-pregnant,,,,,
http://localhost/thelowdown/wp/blog/drovelis-combined-pill-explained,Drovelis Explained: The Lowdown on the New Combined Pill | The Lowdown,,"Drovelis, a new combined pill, has launched in the UK! Here's everything you need to know about this new contraceptive pill...",drovelis-combined-pill-explained,,,,,
http://localhost/thelowdown/wp/author/zaakira-mahomed,Dr Zaakira Mahomed - The Lowdown,,,zaakira-mahomed,,,,,
http://localhost/thelowdown/wp/blog/fibroids-vs-endometriosis,Fibroids vs endometriosis: what’s the difference? - The Lowdown,,,fibroids-vs-endometriosis,,,,,
http://localhost/thelowdown/wp/blog/the-lowdowns-january-newsletter,The Lowdown's January newsletter - The Lowdown,,"Sign up to the best women’s health newsletter on the internet, to get more juicy insights such as new PCOS symptoms and new postnatal depression research",the-lowdowns-january-newsletter,,,,,
http://localhost/thelowdown/wp/blog/contraception-weight-gain-and-loss,"Weight Gain, Loss & Birth Control | The Lowdown",,Does the pill make you gain weight? Can your birth control cause weight loss? Find out in our guide to every method of contraception and its effect on weight.,contraception-weight-gain-and-loss,,,,,
http://localhost/thelowdown/wp/blog/heavy-periods-and-stress,Can Stress Cause Heavy Periods? | The Lowdown,,Is there a link between stress and heavy periods? Get the lowdown on how stress can influence your menstrual cycle and how to reduce heavy periods,heavy-periods-and-stress,,,,,
http://localhost/thelowdown/wp/blog/menopause-and-anxiety,Menopause and Anxiety | Facts and Treatment | The Lowdown,,"If you’re experiencing anxiety during the menopause, you’re not alone! Get the lowdown on the link between menopause & anxiety and the best ways to tackle it.",menopause-and-anxiety,,,,,
http://localhost/thelowdown/wp/author/fran-yarlett,Dr Fran Yarlett - The Lowdown,,,fran-yarlett,,,,,
http://localhost/thelowdown/wp/blog/tag/zoely,zoely Archives - The Lowdown,,,zoely,,,,,
http://localhost/thelowdown/wp/blog/microgynon-breastfeeding,Microgynon and Breastfeeding - Is It Safe? | The Lowdown,,Can you take the Microgynon contraceptive pill while breastfeeding? Here our doctors share if Microgynon is safe to take while breastfeeding.,microgynon-breastfeeding,,,,,
http://localhost/thelowdown/wp/blog/tag/rigevidon,Rigevidon Archives - The Lowdown,,,rigevidon,,,,,
http://localhost/thelowdown/wp/blog/getting-used-to-new-contraception-is-the-3-month-rule-real,New Contraception - Is The 3 Month Rule Real? | The Lowdown,,Is waiting three months the golden rule when deciding whether a contraception is right for you? We take a look at the facts.,getting-used-to-new-contraception-is-the-3-month-rule-real,,,,,
http://localhost/thelowdown/wp/blog/jess-catchpole,Dr Jess Catchpole - The Lowdown,,,jess-catchpole,,,,,
http://localhost/thelowdown/wp/blog/tag/womens-health,women's health Archives - The Lowdown,,,womens-health,,,,,
http://localhost/thelowdown/wp/blog/antibiotics-and-the-pill,Do Antibiotics Affect Birth Control?: The Truth | The Lowdown,,It is probable that at some point in your life you will be prescribed antibiotics while on the pill. But will they affect your contraception? Find out here.,antibiotics-and-the-pill,,,,,
http://localhost/thelowdown/wp/author/brenna-weaver,Dr Brenna Weaver - The Lowdown,,,brenna-weaver,,,,,
http://localhost/thelowdown/wp/blog/tag/blood-clots,blood clots Archives - The Lowdown,,,blood-clots,,,,,
http://localhost/thelowdown/wp/author/hatty-wilmoth,Hatty Wilmoth - The Lowdown,,,hatty-wilmoth,,,,,
http://localhost/thelowdown/wp/blog/the-lowdown-launches-perimenopause-hrt-reviews,The Lowdown Launches Perimenopause & HRT Reviews | The Lowdown,,You can now share your perimenopause experience and/or leave an HRT review on The Lowdown! Here's why it's so important we understand perimenopause earlier in life.,the-lowdown-launches-perimenopause-hrt-reviews,,,,,
http://localhost/thelowdown/wp/blog/hana-missed-pill-guide,Hana Missed Pill Guide: Forgetting Your Pill | The Lowdown,,"In our Hana Missed Pill Guide, our doctors share what to do if you forget one or more Hana contraceptive pills.",hana-missed-pill-guide,,,,,
http://localhost/thelowdown/wp/blog/okorite-ephraim,Okorite Ephraim - The Lowdown,,,okorite-ephraim,,,,,
http://localhost/thelowdown/wp/blog/cerelle-endometriosis,Is Cerelle Good for Endometriosis? | The Lowdown,,Here our doctors share if the Cerelle mini pill is a good pill to take to help with symptoms of endometriosis.,cerelle-endometriosis,,,,,
http://localhost/thelowdown/wp/blog/can-your-contraceptive-affect-your-mood,Is Your Contraceptive Affecting Your Mood? | The Lowdown,,"From the pill to the coil, we compare each hormonal contraceptive and the effects they have on women's mood swings.",can-your-contraceptive-affect-your-mood,,,,,
http://localhost/thelowdown/wp/blog/covid-19-vaccine-fertility-periods,Covid-19 Vaccine and Fertility / Periods FAQs | The Lowdown,,"This guide debunks the 'theories' and presents the FACTS to your questions about Covid-19 and the vaccine, and their effect on women's fertility and periods.",covid-19-vaccine-fertility-periods,,,,,
http://localhost/thelowdown/wp/blog/mirena-coil-menopause,Mirena Coil and Menopause Facts - The Lowdown,,What happens when you hit menopause with a Mirena coil in place? Your questions answered by the contraceptive experts at The Lowdown.,mirena-coil-menopause,,,,,
http://localhost/thelowdown/wp/author/anoushka-menon,Anoushka Menon - The Lowdown,,,anoushka-menon,,,,,
http://localhost/thelowdown/wp/blog/tag/pregnant,pregnant Archives - The Lowdown,,,pregnant,,,,,
http://localhost/thelowdown/wp/blog/check-coil-threads,How To Check Your Coil Threads | The Lowdown,,Feeling your coil threads is an important way to check in with your coil. Find out when and how to find your threads in our guide.,check-coil-threads,,,,,
http://localhost/thelowdown/wp/blog/tag/copper-coil,copper coil Archives - The Lowdown,,,copper-coil,,,,,
http://localhost/thelowdown/wp/blog/bleeding-after-sex,Bleeding After Sex? When to See a GP & Why | The Lowdown,,Bleeding after sex is mostly nothing to worry about however there are some cases when you should see a GP. Find out when to get help in our go-to guide.,bleeding-after-sex,,,,,
http://localhost/thelowdown/wp/author/erin-damico,Erin Damico - The Lowdown,,,erin-damico,,,,,
http://localhost/thelowdown/wp/blog/alice-ectopic-pregnancy,Alice's Ectopic Pregnancy Journey | The Lowdown,,"The Lowdown's Founder, Alice, shares her experience of ectopic pregnancy",alice-ectopic-pregnancy,,,,,
http://localhost/thelowdown/wp/author/emma-scott,Emma Scott - The Lowdown,,,emma-scott,,,,,
http://localhost/thelowdown/wp/blog/tag/period-poo,period poo Archives - The Lowdown,,,period-poo,,,,,
http://localhost/thelowdown/wp/blog/what-is-pcos,What is PCOS? Symptoms Explained by Doctors - The Lowdown,,"Get the lowdown on exactly what PCOS is, the main symptoms and key treatments from our qualified doctors and community experiences.",what-is-pcos,,,,,
http://localhost/thelowdown/wp/blog/the-lowdowns-march-newsletter,The Lowdown's March newsletter - The Lowdown,,Sign up to the best women’s health newsletter on the internet to get insights such as the Lovima pill and decriminalising abortion in England and Wales,the-lowdowns-march-newsletter,,,,,
http://localhost/thelowdown/wp/blog/tag/mental-health,mental health Archives - The Lowdown,,,mental-health,,,,,
http://localhost/thelowdown/wp/blog/contraceptive-injection,A Guide To The Contraceptive Injection | The Lowdown,,The contraceptive injection is a liquid contraception containing progestogen that is injected into your body every 2-3 months.,contraceptive-injection,,,,,
http://localhost/thelowdown/wp/blog/tag/metformin,metformin Archives - The Lowdown,,,metformin,,,,,
http://localhost/thelowdown/wp/blog/endometriosis-pain-relief,Endometriosis pain relief | The Lowdown,,"Everything you need to know about endometriosis pain relief, including TENs machines and painkillers. Plus, what’s more likely to cause an endometriosis flare up.",endometriosis-pain-relief,,,,,
http://localhost/thelowdown/wp/blog/tag/lam,LAM Archives - The Lowdown,,,lam,,,,,
http://localhost/thelowdown/wp/blog/how-to-inject-sayana-press-at-home,How To Use Sayana Press Contraceptive Injection | The Lowdown,,"In this video, Dr Becky explains how to inject yourself with the Sayana Press contraceptive injection at home.",how-to-inject-sayana-press-at-home,,,,,
http://localhost/thelowdown/wp/blog/desogestrel,Desogestrel | The Lowdown,,"Desogestrel is a hormone used in some brands of the combined contraceptive pill, as well as some brands of the progestogen-only pill.",desogestrel,,,,,
http://localhost/thelowdown/wp/blog/tag/period,period Archives - The Lowdown,,,period,,,,,
http://localhost/thelowdown/wp/blog/the-lowdown-on-hpv,The Lowdown On HPV | The Lowdown,,"Cervical Cancer Charity, Jo's Cervical Cancer Trust, sit down with The Lowdown for an insightful chat about all things HPV prevention.",the-lowdown-on-hpv,,,,,
http://localhost/thelowdown/wp/blog/pcos-belly-bloating,What is PCOS belly? PCOS and bloating | The Lowdown,,"Get the lowdown on the specific symptoms of PCOS bloating, how PCOS affects weight, and other digestion symptoms of PCOS like abdominal pain",pcos-belly-bloating,,,,,
http://localhost/thelowdown/wp/blog/endometriosis-faqs,Everything You Need to Know About Endometriosis | FAQs | The Lowdown,,"You asked, Dr Fran answered! Everything you need to know about endometriosis. From the basics to different symptoms and treatment options.",endometriosis-faqs,,,,,
http://localhost/thelowdown/wp/blog/fatema-mustansir-dawoodbhoy,Fatema Dawoodbhoy - The Lowdown,,,fatema-mustansir-dawoodbhoy,,,,,
http://localhost/thelowdown/wp/blog/the-combined-pill-brands,The Combined Pill -Your Guide To The Different Brands | The Lowdown,,"A detailed guide to the different brands of combined pill in the UK; from Cilest to Yasmin, and everything in-between.",the-combined-pill-brands,,,,,
http://localhost/thelowdown/wp/blog/the-future-of-male-contraceptives,The Future of Male Contraceptives | The Lowdown,,What are the options for male birth control? We give you the lowdown on new developments being made for male contraceptives.,the-future-of-male-contraceptives,,,,,
http://localhost/thelowdown/wp/blog/anything-but-the-pull-out,My Contraceptive Journey: The Pull Out Method | The Lowdown,,"Despite coming off the pill, Nicola struggled with her mental health and she wondered if her contraception had anything to do with it.",anything-but-the-pull-out,,,,,
http://localhost/thelowdown/wp/blog/what-is-endometriosis,What is Endometriosis? Explained by Doctors - The Lowdown,,"Get the lowdown on what endometriosis is and what the main symptoms are, from our medical experts and self-reported community reviews.",what-is-endometriosis,,,,,
http://localhost/thelowdown/wp/blog/remove-iud-at-home,Can I remove my IUD at home? | The Lowdown,,"Here's everything you need to know about removing your IUD, the risks of removing it at home, where to get it removed, how long it takes, and what to expect afterwards.",remove-iud-at-home,,,,,
http://localhost/thelowdown/wp/blog/tag/progestogen-only-pill,progestogen-only pill Archives - The Lowdown,,,progestogen-only-pill,,,,,
http://localhost/thelowdown/wp/blog/pcos-treatments,PCOS Treatments Explained by Doctors - The Lowdown,,"Get the lowdown on the best pcos treatments, with expert medical advice from our doctors and self-reported data from our PCOS community.",pcos-treatments,,,,,
http://localhost/thelowdown/wp/blog/tag/cerelle,cerelle Archives - The Lowdown,,,cerelle,,,,,
http://localhost/thelowdown/wp/blog/tag/lichen-sclerosus,lichen sclerosus Archives - The Lowdown,,,lichen-sclerosus,,,,,
http://localhost/thelowdown/wp/blog/contraception-itchy-vagina,Can Birth Control Give You An Itchy Vagina? | The Lowdown,,"There are many causes of vaginal itching, including thrush, bacterial vaginosis, and irritating spermicides, could contraception be one too?",contraception-itchy-vagina,,,,,
http://localhost/thelowdown/wp/blog/can-microgynon-stop-periods,Can Microgynon Stop or Delay Periods? | The Lowdown,,Our doctors explain if Microgynon can stop or delay periods as well as how to take the pill continuously to avoid a withdrawal bleed...,can-microgynon-stop-periods,,,,,
http://localhost/thelowdown/wp/blog/pregnancy-and-the-covid-vaccine,Pregnancy & The COVID-19 Vaccine | The Lowdown,,"There is no evidence so far to suggest that COVID-19 vaccines in England are unsafe for pregnant women, or that they will cause any fertility issues in future.",pregnancy-and-the-covid-vaccine,,,,,
http://localhost/thelowdown/wp/blog/stopping-hrt,Stopping HRT Safely - The Lowdown,,"A guide on stopping HRT for those considering coming off including the when, why and how to stop HRT as well as what to expect while coming off HRT",stopping-hrt,,,,,
http://localhost/thelowdown/wp/blog/the-lowdown-on-pelvic-health,The Lowdown On Pelvic Health | The Lowdown,,"The Lowdown sits down with pelvic health physiotherapist Kathryn Levy to discuss all things pelvic health all things pelvic health, managing painful periods, painful sex, urinary conditions, endometriosis - and more!",the-lowdown-on-pelvic-health,,,,,
http://localhost/thelowdown/wp/blog/sti-explained,STIs Explained | The Lowdown,,"Any sexually active person can contract an STI, so it's good to know the facts in order to look after your sexual health.",sti-explained,,,,,
http://localhost/thelowdown/wp/blog/tag/pop,POP Archives - The Lowdown,,,pop,,,,,
http://localhost/thelowdown/wp/blog/mestranol,Mestranol | The Lowdown,,"Mestranol is a synthetic form of oestrogen (like the hormone oestrogen naturally found in your body, but made in a lab).",mestranol,,,,,
http://localhost/thelowdown/wp/blog/tag/fertility,fertility Archives - The Lowdown,,,fertility,,,,,
http://localhost/thelowdown/wp/blog/the-lowdown-on-covid-19-vaccine-periods-fertility-your-questions-answered,"The Lowdown on the COVID-19 Vaccine, Periods & Fertility: Your Questions Answered | The Lowdown",,"Get the lowdown on the latest evidence around the COVID-19 vaccine, fertility and periods.",the-lowdown-on-covid-19-vaccine-periods-fertility-your-questions-answered,,,,,
http://localhost/thelowdown/wp/blog/how-the-current-healthcare-system-is-failing-women,The Current Healthcare System is Failing Women | The Lowdown,,"Around 80% of women get unwanted side effects from contraception, yet the pharmaceutical industry only funnels 2% of annual revenue from contraceptives back into research and development.",how-the-current-healthcare-system-is-failing-women,,,,,
http://localhost/thelowdown/wp/author/phoeby-narenthiran,Phoeby Narenthiran - The Lowdown,,,phoeby-narenthiran,,,,,
http://localhost/thelowdown/wp/blog/enter-the-lowdown-x-bea-fertility-giveaway,Enter The Lowdown x Béa Fertility Giveaway | The Lowdown,,Enter The Lowdown x Béa Fertility Giveaway,enter-the-lowdown-x-bea-fertility-giveaway,,,,,
http://localhost/thelowdown/wp/blog/tag/mini-pill,mini pill Archives - The Lowdown,,,mini-pill,,,,,
http://localhost/thelowdown/wp/blog/can-you-go-swimming-on-your-period,Can You Go Swimming on Your Period? The Lowdown,,It’s a myth that you can’t go swimming on your period. Here's the lowdown on what actually happens with your period when you're swimming,can-you-go-swimming-on-your-period,,,,,
http://localhost/thelowdown/wp/author/grace-jessop,Grace Jessop - The Lowdown,,,grace-jessop,,,,,
http://localhost/thelowdown/wp/blog/my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,Contraceptive Journey: From Cystectomy to PCOS | The Lowdown,,Anita's experience with contraception has been a difficult one and she has faced several medical complications since. Here's her story.,my-contraceptive-journey-from-a-miscarriage-to-an-emergency-cystectomy-to-living-with-pcos,,,,,
http://localhost/thelowdown/wp/blog/tag/contraception,contraception Archives - The Lowdown,,,contraception,,,,,
http://localhost/thelowdown/wp/blog/difference-between-pms-pmdd,What’s the difference between PMS and PMDD? | The Lowdown,,Premenstrual dysphoric disorder (PMDD) is a severe form of premenstrual syndrome (PMS) which affects 1 in 20 people who menstruate.,difference-between-pms-pmdd,,,,,
http://localhost/thelowdown/wp/blog/tag/can-you-use-microgynon-as-emergency-contraception,Can you use Microgynon as emergency contraception? Archives - The Lowdown,,,can-you-use-microgynon-as-emergency-contraception,,,,,
http://localhost/thelowdown/wp/blog/tag/male-condom,male condom Archives - The Lowdown,,,male-condom,,,,,
http://localhost/thelowdown/wp/blog/perimenopause-symptom-checker,Perimenopause Symptom Tracker - The Lowdown,,"What's the lowdown on common symptoms of perimenopause, when can you expect them, why tracking symptoms can be helpful and how to use the symptom tracker",perimenopause-symptom-checker,,,,,
http://localhost/thelowdown/wp/blog/world-contraception-day-2021-what-we-have-learnt,What We’ve Learnt About Contraception in 2021 | The Lowdown,,"From the latest medical research to painful coil fittings and weird periods, Dr Mel shares what we learnt at The Lowdown in 2021.",world-contraception-day-2021-what-we-have-learnt,,,,,
http://localhost/thelowdown/wp/blog/best-contraceptive-pill-perimenopause,What's the best contraceptive pill for perimenopause? | The Lowdown,,"The combined pill can be used to treat perimenopause symptoms. The progestogen only pill may help perimenopause symptoms in some, and is occasionally used as part of HRT",best-contraceptive-pill-perimenopause,,,,,
http://localhost/thelowdown/wp/blog/jessica-hobbis,Jessica Hobbis - The Lowdown,,,jessica-hobbis,,,,,
http://localhost/thelowdown/wp/blog/ovulation-bleeding,Ovulation Bleeding & Spotting - FAQ Guide | The Lowdown,,"A complete guide to bodily fluids including ovulation bleeding. Signs to watch out for, what the different symptoms could mean, and when to call the GP.",ovulation-bleeding,,,,,
http://localhost/thelowdown/wp/blog/asking-gp-contraception,Questions To Ask Your GP About Contraception | The Lowdown,,"When asking your GP for contraception, it's a great idea to come prepared with questions to ask and information on which contraceptives you want to explore.",asking-gp-contraception,,,,,
http://localhost/thelowdown/wp/blog/tag/period-pain,period pain Archives - The Lowdown,,,period-pain,,,,,
http://localhost/thelowdown/wp/blog/healthcare-professionals,Are you a healthcare professional? Welcome to The Lowdown!,,"We are a one-stop shop for women to choose, access and use the right contraception and reproductive healthcare for them.",healthcare-professionals,,,,,
http://localhost/thelowdown/wp/blog/the-progestogen-only-pill-is-being-made-available-over-the-counter-your-questions-answered,Getting Progesteron-Only Pill Over The Counter | The Lowdown,,The UK’s drug regulatory body has announced that the progestogen-only pill is to be made available without a prescription for a small fee.,the-progestogen-only-pill-is-being-made-available-over-the-counter-your-questions-answered,,,,,
http://localhost/thelowdown/wp/blog/diahala-doucoure,Diahala Doucouré - The Lowdown,,,diahala-doucoure,,,,,
http://localhost/thelowdown/wp/blog/eleanor-riches,Eleanor Riches - The Lowdown,,,eleanor-riches,,,,,
http://localhost/thelowdown/wp/blog/tag/best-contraception,best contraception Archives - The Lowdown,,,best-contraception,,,,,
http://localhost/thelowdown/wp/blog/contraception-sex-drive,Can Birth Control Lower or Increase Sex Drive? | The Lowdown,,"Aroused, libidinous, turned on or just plain horny: sex drive has a million names, but does birth control like the pill have an impact on it?",contraception-sex-drive,,,,,
http://localhost/thelowdown/wp/blog/tag/iud-brands,iud brands Archives - The Lowdown,,,iud-brands,,,,,
http://localhost/thelowdown/wp/blog/tag/herpes,herpes Archives - The Lowdown,,,herpes,,,,,
http://localhost/thelowdown/wp/blog/choosing-the-best-contraceptive-pill,Which Is The Best Contraceptive Pill For Me? | The Lowdown,,"A step by step guide to finding the best birth control pill for you. Get the lowdown on symptoms & side effects like mood, skin, libido & headaches.",choosing-the-best-contraceptive-pill,,,,,
http://localhost/thelowdown/wp/blog/estradiol-valerate,What is Estradiol Valerate & How Does It Work? | The Lowdown,,"Estradiol valerate is a synthetic form of oestrogen (like the hormone oestrogen naturally found in your body, but made in a lab).",estradiol-valerate,,,,,
http://localhost/thelowdown/wp/blog/contraception-and-cancer,Contraception and Cancer | The Lowdown,,"Get the lowdown on different types of contraception and their risks for certain types of cancer. It’s something nobody likes to think about, but cancer can’t be ignored, and it’s important that we’re clued up about our individual risks.",contraception-and-cancer,,,,,
http://localhost/thelowdown/wp/blog/tag/noriday,noriday Archives - The Lowdown,,,noriday,,,,,
http://localhost/thelowdown/wp/blog/pay-it-forward-waitlist,Join our Waitlist for a Free Contraception Consultation | The Lowdown,,"Getting specialist contraception and women's health advice can be hard for some to access, so we've launched a pay it forward scheme for those who need our help.",pay-it-forward-waitlist,,,,,
http://localhost/thelowdown/wp/blog/tag/breastfeeding,breastfeeding Archives - The Lowdown,,,breastfeeding,,,,,
http://localhost/thelowdown/wp/blog/tag/thrush,thrush Archives - The Lowdown,,,thrush,,,,,
